Dataset,Precision,Recall,Accuracy,F1,Runtime,rfc__bootstrap,rfc__ccp_alpha,rfc__class_weight,rfc__criterion,rfc__max_depth,rfc__max_features,rfc__max_leaf_nodes,rfc__max_samples,rfc__min_impurity_decrease,rfc__min_samples_leaf,rfc__min_samples_split,rfc__min_weight_fraction_leaf,rfc__n_estimators,rfc__oob_score,rfc__random_state,rfc__verbose,rfc__warm_start
fc_valid_lb_mm_0-10,0.9331095847642835,0.9594944912508101,0.9331095847642835,0.9063162727650365,723.2675588130951,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9327319265825946,0.9585521118907114,0.9327319265825946,0.9054160814606742,714.5229215621948,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9336093103178943,0.9635067114093959,0.9336093103178943,0.9067900693043248,719.0726864337921,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9348321623731459,0.9616155962874866,0.9348321623731459,0.9080819202818763,715.5381281375885,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9360682105657666,0.9647222222222223,0.9360682105657666,0.9105527638190956,717.9763045310974,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9343896347174524,0.9637533561707249,0.9343896347174524,0.9083135184660021,718.6095659732819,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9368816902287551,0.9645743845549859,0.9368816902287551,0.911706284242464,725.7245149612427,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.935312665854953,0.9659807193177605,0.935312665854953,0.9095749323557651,723.0807909965515,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9366612571000562,0.9656974844821954,0.9366612571000562,0.9106793125453866,720.2259447574615,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9365017408546582,0.9653297392759214,0.9365017408546582,0.9108290030476441,719.6410028934479,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9312812494630677,0.9539704372421007,0.9312812494630677,0.9248814387002864,1672.6829271316528,True,0.0,balanced,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9320691846584566,0.9541857397781054,0.9320691846584566,0.925586558542964,1683.4711050987244,True,0.0,balanced_subsample,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9323971485012453,0.9567917956656347,0.9323971485012453,0.9262773380789585,1697.2713971138,True,0.0,balanced_subsample,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9324852137038278,0.9556110015086458,0.9324852137038278,0.9262741495514581,1689.305777311325,True,0.0,balanced,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9269314649769032,0.9566701578804453,0.9269314649769032,0.9205845573825565,1638.7464668750763,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9273367395131167,0.9579656293543892,0.9273367395131167,0.9212558858014926,1639.46981215477,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9261514938065868,0.9563498982853822,0.9261514938065868,0.9198945220413527,1650.2940819263458,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9258269381160679,0.95611552626478,0.9258269381160679,0.9195492296076732,1630.9061682224274,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9276858793589655,0.9533569041883596,0.9276858793589655,0.9210686836647555,1624.372177362442,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9269288280081811,0.9487781681256187,0.9269288280081811,0.9199845671751343,1627.4139351844788,True,0.0,balanced,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9274697719153614,0.9538915529324973,0.9274697719153614,0.9208538710947017,1663.8790175914764,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9277189183615601,0.9523486419944556,0.9277189183615601,0.9211340496146705,1599.5293378829956,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9281911696519036,0.9552155072351621,0.9281911696519036,0.9219264915933045,1609.5925540924072,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9279274633664217,0.9531923988652703,0.9279274633664217,0.9212582159624413,1623.4517538547516,True,0.0,balanced_subsample,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9281447419313249,0.9574265690823319,0.9281447419313249,0.9218662379902053,1603.0753765106201,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9275407159125091,0.9556068422481673,0.9275407159125091,0.9211886667227535,1610.1645288467407,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.93204867283235,0.955387091145278,0.93204867283235,0.9256751044944348,1639.122377872467,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9325341965842056,0.9597785692164756,0.9325341965842056,0.9265899896289791,1639.8064794540405,True,0.0,balanced,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.932856332995482,0.9569156159068866,0.932856332995482,0.9265837050950928,1622.6839108467102,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9331357642915432,0.9562149904056751,0.9331357642915432,0.9268778416563334,1624.1255877017975,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9343438680865682,0.9490183906262125,0.9343438680865682,0.9275252405555292,1744.3269834518433,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9325484192782689,0.9437772077114428,0.9325484192782689,0.9252827025121703,1629.130960226059,True,0.0,balanced_subsample,entropy,31,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.933539983342063,0.9488528649359693,0.933539983342063,0.9268707482993197,1647.6256144046783,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.935654878509812,0.9498614797450452,0.935654878509812,0.9290458279250002,1621.4635095596313,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9352209017225493,0.9645006016847172,0.9352209017225493,0.9094836992100555,428.6490738391876,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9340755429945505,0.9648992132582282,0.9340755429945505,0.907566336807076,424.05681586265564,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9367224936394711,0.9640003716090673,0.9367224936394711,0.9110184372256365,415.1350739002228,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9362602032057185,0.9631973200576932,0.9362602032057185,0.9102180794934929,429.3534677028656,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9331595460718355,0.9598472144587292,0.9331595460718355,0.9058776981579988,422.13789224624634,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.932321671116107,0.9601976137211037,0.932321671116107,0.9048068688376996,422.190762758255,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9329357769521371,0.9612669515140256,0.9329357769521371,0.9059791648428609,419.43574595451355,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9325242490979804,0.9580396884272997,0.9325242490979804,0.905358629452745,419.1439688205719,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9325558521849093,0.9596437517394935,0.9325558521849093,0.9054621848739496,420.6202278137207,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9335977142500274,0.9611005251661477,0.9335977142500274,0.9067590379935544,416.2064642906189,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9337360681839468,0.9601872450871338,0.9337360681839468,0.9070688938024036,415.62342500686646,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9332833934172948,0.9595654797827399,0.9332833934172948,0.906280828674778,416.880473613739,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9318735553195477,0.9604577595831782,0.9318735553195477,0.904455250361414,420.5311715602875,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.933382263378984,0.9581481481481482,0.933382263378984,0.9065662096456263,423.0796911716461,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9319200087422139,0.9584725315515962,0.9319200087422139,0.9045210727969349,424.7525689601898,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9324820082114367,0.9606533036377134,0.9324820082114367,0.9054293398639932,418.7040855884552,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9331584617546489,0.9629750524597809,0.9331584617546489,0.9060834082881777,423.1744771003723,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.935093114375361,0.963362469778687,0.935093114375361,0.908811789990789,419.15839099884033,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9348671571154117,0.9643453264094956,0.9348671571154117,0.9088883062401679,421.3725256919861,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9342242900188912,0.9624587650420481,0.9342242900188912,0.9076966895252284,424.023401260376,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9369955821976615,0.9670829657829982,0.9369955821976615,0.9116771708683473,445.68580746650696,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9369955821976615,0.9678258043548911,0.9369955821976615,0.9117389783065081,432.61466670036316,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9379039055914583,0.9670467185761957,0.9379039055914583,0.9129692832764504,427.4426040649414,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9371536504269369,0.9669890273386647,0.9371536504269369,0.9117531015738022,427.5667197704315,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9342412785702011,0.9571256741551236,0.9342412785702011,0.9280225723019045,1111.250476360321,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9324914798822206,0.9554295446188384,0.9324914798822206,0.9262288930581614,1130.7262756824493,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9328096832346124,0.956551255940258,0.9328096832346124,0.9264773570549611,1113.3756947517395,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9322090685727049,0.9578449795617893,0.9322090685727049,0.926098317053298,1110.3170192241669,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9255823541537828,0.955288247693825,0.9255823541537828,0.9193731504401721,1056.6103477478027,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.924593150143493,0.9570504477553954,0.924593150143493,0.9182197703891456,1050.1776189804077,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9261051563937047,0.9543995358731386,0.9261051563937047,0.9198795910569334,1053.4085433483124,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.926265934311526,0.954351842847418,0.926265934311526,0.9196169199917535,1063.952970981598,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9265983314287678,0.9518867741873027,0.9265983314287678,0.9200625052633548,1066.7192268371582,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9262671226990702,0.9557894328797922,0.9262671226990702,0.9199671660168275,1070.552384853363,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9274209481921811,0.9552887319845595,0.9274209481921811,0.9209967740427322,1064.6570258140564,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9260140532925594,0.9532500242177662,0.9260140532925594,0.9195174598428287,1056.1320459842682,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.926999149754803,0.9556046254866639,0.926999149754803,0.920686759354297,1052.1336574554443,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9279085141272526,0.9548956599171474,0.9279085141272526,0.9215622168458615,1051.4114863872528,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9268470915937345,0.9558124648420072,0.9268470915937345,0.9205204606805594,1062.5313680171967,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9279819116559775,0.9572478808216787,0.9279819116559775,0.9217651179080085,1048.48810505867,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9325556806753028,0.9589883933077132,0.9325556806753028,0.9264419110477762,1087.8224213123322,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9319570092012681,0.9598469248999573,0.9319570092012681,0.9258024020535497,1092.1207299232483,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.931115063103001,0.9590478033675247,0.931115063103001,0.9251535574930455,1092.0662024021149,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.931436074803251,0.9576824050951468,0.931436074803251,0.9252882700058916,1092.204118013382,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.93322918723123,0.9488377503344254,0.93322918723123,0.9263791488032708,1089.4645948410034,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9343904992363006,0.947854006692327,0.9343904992363006,0.9276330733701824,1094.5760850906372,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9335459359097785,0.9482855645896804,0.9335459359097785,0.926697450387325,1086.2072305679321,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9333127243375067,0.9463871267213368,0.9333127243375067,0.9264792199185838,1086.861566066742,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9367758658380437,0.9668698524963938,0.9367758658380437,0.9112197688951257,466.7771506309509,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9355689819368336,0.9650709713331478,0.9355689819368336,0.9097667096661345,469.66514444351196,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9348644049273236,0.9662221809227338,0.9348644049273236,0.9088366401538327,474.6983733177185,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9325611164881826,0.9610347389931265,0.9325611164881826,0.9054828687699645,468.0474765300751,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9317461556474904,0.9571421930925487,0.9317461556474904,0.9040259911314045,465.6364040374756,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9327858358444316,0.959148580192406,0.9327858358444316,0.9055527522432594,459.99583649635315,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9326495246124303,0.9597781506338553,0.9326495246124303,0.9051868131868133,461.51506185531616,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9329388252193735,0.9594770633665209,0.9329388252193735,0.9056893788015195,469.29518938064575,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.933250039044198,0.9629888593669883,0.933250039044198,0.9062554834181434,467.9472954273224,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9335144163973836,0.9629044988161011,0.9335144163973836,0.9068847154507095,461.84096360206604,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9342883448028338,0.9591342797300442,0.9342883448028338,0.9072977435332966,468.8809926509857,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9337081283672991,0.9609149352464362,0.9337081283672991,0.9067012461812347,462.2821640968323,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9351630680842428,0.964065995525727,0.9351630680842428,0.9087713902862289,470.6937620639801,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9352879646542707,0.9607568978374348,0.9352879646542707,0.9086461111233552,462.5517587661743,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9352718986077293,0.9657333890513999,0.9352718986077293,0.9093452836375561,463.1122376918793,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9356818288284068,0.9664632726256462,0.9356818288284068,0.9097047153473486,470.7673108577728,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9364482188017109,0.9671187070406836,0.9364482188017109,0.9109560576565541,467.080619096756,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9356002060793406,0.9670655905000464,0.9356002060793406,0.9099757752995352,469.6923544406891,True,0.0,balanced,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9326206422806114,0.9555654427980036,0.9326206422806114,0.9264166690109806,1169.7522032260895,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9317473000489729,0.9544353353877163,0.9317473000489729,0.9253635987823668,1180.4901258945465,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9331414826904905,0.9562320861414517,0.9331414826904905,0.9269441967428544,1157.4009232521057,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9264051411584789,0.9573881827883962,0.9264051411584789,0.9201260676587968,1147.8296053409576,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.926758458380217,0.9559210017778464,0.926758458380217,0.9206502824280436,1151.010465145111,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9253314784281396,0.9562988992214952,0.9253314784281396,0.9188982473813322,1145.6987285614014,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9283247422680413,0.9539808948051697,0.9283247422680413,0.9218900675024108,1143.6285452842712,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9268741403026135,0.9548023696222201,0.9268741403026135,0.9203722079721407,1137.1728863716125,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9254767222126782,0.9515036575453807,0.9254767222126782,0.9189249803760327,1150.800401687622,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9285229624921626,0.9567977942604171,0.9285229624921626,0.9221340619035144,1154.6696405410767,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9278386861000043,0.9570637926012234,0.9278386861000043,0.9215407629020196,1142.080364704132,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.928629129283971,0.9567217187105789,0.928629129283971,0.9223098438713178,1146.4170763492584,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9324733141963318,0.9599681609039197,0.9324733141963318,0.9263988159361505,1185.9333610534668,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9335114379225331,0.9600605202413051,0.9335114379225331,0.9274791994603103,1194.6214861869812,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9304209621993127,0.9580499525276599,0.9304209621993127,0.9242992139231869,1265.7691555023193,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9367008166805499,0.9665307707241312,0.9367008166805499,0.9310754327071431,1338.3890810012817,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9367884189377157,0.964443754366897,0.9367884189377157,0.9310325445449947,1252.766407251358,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9355816890156429,0.9618450914592749,0.9355816890156429,0.9296997309484302,1183.350138425827,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,2,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9350174868848363,0.9667317163832357,0.9350174868848363,0.9090750207541399,871.1669931411743,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_none,0.9364985163204748,0.965878898056216,0.9364985163204748,0.9106530719873429,858.3430626392365,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,20,0.0,100,False,42,0,False
fc_valid_lb_none,0.9352573007226583,0.9658234911187575,0.9352573007226583,0.9092142700809805,854.7096841335297,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,20,0.0,100,False,42,0,False
fc_valid_lb_std,0.9336736286722238,0.9615313311086392,0.9336736286722238,0.9071074091078026,841.3741538524628,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_std,0.935788125800306,0.9639266430832247,0.935788125800306,0.9096859213705248,838.3092868328094,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_std,0.9327681234093712,0.9624621123805083,0.9327681234093712,0.9055411749221252,838.9041664600372,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,20,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9327960767777101,0.9609037236762586,0.9327960767777101,0.9057248647109086,839.199028968811,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,20,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9334457139289505,0.9634582346659237,0.9334457139289505,0.9068263263700724,834.3394405841827,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9336560987037327,0.9631753134759707,0.9336560987037327,0.9067889586167552,834.5990543365479,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.934490455304603,0.9635823114083983,0.934490455304603,0.908131771916384,827.8073508739471,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9324138577364031,0.9613969732246799,0.9324138577364031,0.9051491703018479,832.6156659126282,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9331459358163504,0.9613342029255567,0.9331459358163504,0.9060215573068733,841.4683454036713,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,16,0.0,100,False,42,0,False
