Dataset,Precision,Recall,Accuracy,F1,Runtime,rfc__bootstrap,rfc__ccp_alpha,rfc__class_weight,rfc__criterion,rfc__max_depth,rfc__max_features,rfc__max_leaf_nodes,rfc__max_samples,rfc__min_impurity_decrease,rfc__min_samples_leaf,rfc__min_samples_split,rfc__min_weight_fraction_leaf,rfc__n_estimators,rfc__oob_score,rfc__random_state,rfc__verbose,rfc__warm_start
lr_valid_lb_mm_0-10,0.9298706878034111,0.9581040229439578,0.9298706878034111,0.9237524055079125,2052.5972838401794,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9285487210770962,0.9571237936836405,0.9285487210770962,0.9224947807933195,2056.5342814922333,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9295113346666553,0.9598502628159125,0.9295113346666553,0.9233855167652493,2078.5151619911194,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.926957701955125,0.9579561534435636,0.926957701955125,0.9207866372283242,2024.0896034240723,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9326035777499012,0.9600511469311841,0.9326035777499012,0.9266586880095744,1755.115541934967,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9321604370871167,0.9588868662612805,0.9321604370871167,0.9261458752232833,1765.2549011707306,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9334753808218708,0.9610167847094208,0.9334753808218708,0.9274966056463317,1763.8478589057922,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.931059961680886,0.9594550070740547,0.931059961680886,0.9250331670310369,1767.5341141223907,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.933993342713016,0.9468599033816425,0.933993342713016,0.9272049501390808,1544.5560944080353,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9331465068899415,0.9477950587596479,0.9331465068899415,0.926301824212272,1528.5956535339355,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9328685995238054,0.9476834275974277,0.9328685995238054,0.9260864627498486,1527.1684532165527,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9342410246724928,0.9485040164538787,0.9342410246724928,0.927343779641082,1544.2226445674896,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9350633128796041,0.9669386803450688,0.9350633128796041,0.90885582170016,196.1252884864807,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9354627201198951,0.9661531279178338,0.9354627201198951,0.9091907565240314,191.13259291648865,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9357481740433236,0.9671568400055667,0.9357481740433236,0.9101386008949035,197.40608429908752,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9362399862579446,0.9673611111111111,0.9362399862579446,0.9109933948074029,195.7474241256714,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.933371858747091,0.9624970990949177,0.933371858747091,0.9067337122868387,191.7669656276703,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9328472395703222,0.9618065235572902,0.9328472395703222,0.9058882737795672,193.82146406173706,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9324809541651056,0.9605042016806723,0.9324809541651056,0.9048886152222197,193.50183296203613,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9326986108943344,0.9629956766305611,0.9326986108943344,0.9057321498841326,195.75621366500854,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9334593041414204,0.9635787806809184,0.9334593041414204,0.9066368675913145,193.60497856140137,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.933546875,0.9619833939733184,0.933546875,0.9065254181410581,193.56371879577637,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9336319790219614,0.9615849126718692,0.9336319790219614,0.9068646777938406,192.01212525367737,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.932599531615925,0.9623151905228301,0.932599531615925,0.9052936401728715,190.75039839744568,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9319774610954157,0.9603771832032701,0.9319774610954157,0.9046556401505207,196.81970405578613,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9330168941073603,0.9609193263236252,0.9330168941073603,0.9059169261809729,197.6942286491394,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9355024968789014,0.9641313943223528,0.9355024968789014,0.9094335488112195,197.20687747001648,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9321988915775505,0.9597452703016781,0.9321988915775505,0.9048359883427921,195.71373295783997,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9322102699411406,0.9634809273800121,0.9322102699411406,0.9052296141086084,190.58924412727356,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9309563968015993,0.9606778087279481,0.9309563968015993,0.9034863667125113,193.7328565120697,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.933566597416392,0.9656056298643799,0.933566597416392,0.9069182114639643,191.3945300579071,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9341657562041517,0.9635535307517085,0.9341657562041517,0.9076458223857068,194.20595955848694,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9367266372275188,0.9676035985643033,0.9367266372275188,0.911017971955849,188.0084421634674,True,0.0,balanced,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9360505973295854,0.9689276064474052,0.9360505973295854,0.9103801457553672,190.50690340995789,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.936133010693935,0.9676009854506578,0.936133010693935,0.9105264308991098,190.12947750091553,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.934046875,0.9662281929284449,0.934046875,0.9075335713816294,191.3939392566681,True,0.0,balanced_subsample,entropy,15,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9332755260604916,0.9487114948982556,0.9332755260604916,0.9265211965359453,456.7639136314392,True,0.0,balanced,entropy,35,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9339000515198351,0.9579061399775602,0.9339000515198351,0.9278767777840238,460.90432810783386,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9316820365611544,0.9466102353032538,0.9316820365611544,0.9246290238467738,463.47590017318726,True,0.0,balanced,entropy,35,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9331976504534213,0.9579102681084859,0.9331976504534213,0.9269309888128047,464.42720675468445,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9275551472166648,0.9578859806937109,0.9275551472166648,0.9214936400264261,466.3629267215729,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9264254583902829,0.9565276246833362,0.9264254583902829,0.920370284225706,456.7131609916687,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9264539080222727,0.9573967945604662,0.9264539080222727,0.9201011920876001,460.4365665912628,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9257255245505999,0.956791560003103,0.9257255245505999,0.9194185613119642,467.006795167923,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9272602268820901,0.9527617125334782,0.9272602268820901,0.9206361113194809,468.4284076690674,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9268741086922905,0.9525174838722176,0.9268741086922905,0.920335429769392,472.1597852706909,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9259930122157457,0.9538038745137505,0.9259930122157457,0.9195719710044875,473.49011063575745,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9265441543036909,0.9525519812071677,0.9265441543036909,0.9198882597772695,458.98439288139343,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9272697605716053,0.9559171482874985,0.9272697605716053,0.9208852186422786,461.9087345600128,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.928950058850314,0.9573992773612029,0.928950058850314,0.9225945338824411,460.6237988471985,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9276740646470553,0.9555129099790649,0.9276740646470553,0.9213903193547482,459.8469307422638,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9278693028167201,0.9547714390729886,0.9278693028167201,0.9215587422511016,470.98962593078613,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9326080983617818,0.9601743341404358,0.9326080983617818,0.9266359464233971,470.64433884620667,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.933400345369726,0.9511053265472629,0.933400345369726,0.9266423150443818,466.5251543521881,True,0.0,balanced_subsample,entropy,35,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.934362270766375,0.9507307051207505,0.934362270766375,0.9277675852546765,464.69075417518616,True,0.0,balanced,entropy,35,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9323575167387212,0.9510083105712791,0.9323575167387212,0.925792520791295,472.04663348197937,True,0.0,balanced,entropy,35,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9337381475882919,0.9611023896738182,0.9337381475882919,0.9278263716731371,463.73566937446594,True,0.0,balanced_subsample,entropy,23,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9344975916338253,0.9602727255118446,0.9344975916338253,0.9285547054251225,471.6312482357025,True,0.0,balanced_subsample,entropy,23,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9344535648287421,0.9602719766877125,0.9344535648287421,0.9283849520124711,463.39169335365295,True,0.0,balanced_subsample,entropy,23,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1000,0.9332559838425508,0.9597015505382194,0.9332559838425508,0.927114030971375,463.4323239326477,True,0.0,balanced_subsample,entropy,23,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.935998750585663,0.9640143569663916,0.935998750585663,0.9098548174219094,271.19747018814087,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9364462345447733,0.9644257703081233,0.9364462345447733,0.9103047128032256,274.23638892173767,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9370227517606459,0.9666125666589381,0.9370227517606459,0.911794939089736,267.29828548431396,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9348321623731459,0.9648337297700667,0.9348321623731459,0.9083604109949943,262.2616674900055,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9345212068211631,0.9605048670299474,0.9345212068211631,0.9077224410748476,272.26197576522827,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9323733366652089,0.9595273539263118,0.9323733366652089,0.9050063621605019,269.50039887428284,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9345874638982125,0.962394831032399,0.9345874638982125,0.908110004824773,265.6538391113281,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9332156746372624,0.9604084474355999,0.9332156746372624,0.9063512921594393,264.6248698234558,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9330876497134558,0.9594713656387666,0.9330876497134558,0.9061685681126416,264.94989800453186,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9337765915937007,0.9605330599692465,0.9337765915937007,0.9066877790239932,262.352255821228,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9330034497291728,0.9567728712502329,0.9330034497291728,0.9054042140527198,262.0826840400696,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9323875076087466,0.9606262522715624,0.9323875076087466,0.9049249407426916,265.67901039123535,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9316101827268468,0.9592131636600941,0.9316101827268468,0.9038322169759526,266.46910762786865,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9324206188141997,0.9587126137841352,0.9324206188141997,0.9050970075633015,265.62557792663574,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9326382819328256,0.956507597230612,0.9326382819328256,0.9051136613463483,267.1080369949341,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9350489239844567,0.9599645373524334,0.9350489239844567,0.9081398428533591,274.29276871681213,True,0.0,balanced,entropy,19,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9353060587133042,0.9653004191895669,0.9353060587133042,0.9091307876209068,275.82428908348083,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9355846427790447,0.9652153667054715,0.9355846427790447,0.9095217200526547,277.25806879997253,True,0.0,balanced_subsample,entropy,16,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.933399943797421,0.9646272398106025,0.933399943797421,0.9069087417623182,273.4413630962372,True,0.0,balanced_subsample,entropy,16,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9340463736435319,0.9604462003253544,0.9340463736435319,0.9072708113804003,266.8299641609192,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9328492230811275,0.9586399627387052,0.9328492230811275,0.9054196727080767,272.95609641075134,True,0.0,balanced,entropy,19,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9324898469228367,0.9594412733769548,0.9324898469228367,0.9053687160623577,269.200532913208,True,0.0,balanced,entropy,16,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9329501616505537,0.9589695985147366,0.9329501616505537,0.9058862216376192,270.3846411705017,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9332084016553447,0.9614345598509548,0.9332084016553447,0.9061258532516846,271.3660252094269,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9331314109069335,0.9617153742508014,0.9331314109069335,0.906241106805893,264.1818652153015,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9328680936099792,0.9573708136190742,0.9328680936099792,0.9056562376585195,270.76657223701477,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9337256309800678,0.9593552582683017,0.9337256309800678,0.9067878468563401,268.46772956848145,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9332375493885965,0.9611219105803943,0.9332375493885965,0.9066736524985265,269.9346618652344,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9330680399500624,0.9600706549528192,0.9330680399500624,0.9059367940873302,268.5071225166321,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9352668466977818,0.9623625861747718,0.9352668466977818,0.9087909912683926,266.2990713119507,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9331199250468457,0.9592454587796926,0.9331199250468457,0.9058122402304665,270.78001856803894,True,0.0,balanced_subsample,entropy,19,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9352662888191484,0.964560503613896,0.9352662888191484,0.9089111521223305,267.7333731651306,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9335874047232288,0.9620961350179495,0.9335874047232288,0.9065987171601793,269.2859077453613,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.9342314777233133,0.9614991640349247,0.9342314777233133,0.9076481290690281,269.4987864494324,True,0.0,balanced,entropy,19,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-100,0.935766491754123,0.9638811513463325,0.935766491754123,0.90987575870456,269.111825466156,True,0.0,balanced,entropy,16,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9367665418227216,0.9656486775438107,0.9367665418227216,0.9111403508771929,272.3710196018219,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9376433687561444,0.9665813358156854,0.9376433687561444,0.9122336920711619,270.10926485061646,True,0.0,balanced,entropy,16,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9361987911349899,0.9666744024135531,0.9361987911349899,0.9106889088086753,272.24940252304077,True,0.0,balanced_subsample,entropy,16,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1000,0.9357471712836519,0.9681670533642691,0.9357471712836519,0.910197404297088,274.28169226646423,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9334507496026462,0.9521081354023033,0.9334507496026462,0.9267836213089342,642.3288950920105,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9328688390793736,0.9534955880926985,0.9328688390793736,0.9263858009571542,649.6572542190552,True,0.0,balanced_subsample,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9326121698486072,0.9530378177309361,0.9326121698486072,0.926167546857202,645.468590259552,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_none,0.9322540730047433,0.9568334142787761,0.9322540730047433,0.9258952909108,651.5043728351593,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9245000902286652,0.9582007913724881,0.9245000902286652,0.918336617466632,655.3836734294891,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9249363867684478,0.9574377279428882,0.9249363867684478,0.9187267311988087,656.284505367279,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9261257237102066,0.9565242662016855,0.9261257237102066,0.9198822455329694,656.0570733547211,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_std,0.9254419875264162,0.9550367739807106,0.9254419875264162,0.918968881585704,674.2971932888031,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.926879151664103,0.9536481686368136,0.926879151664103,0.9203060756197844,659.9292035102844,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9256675487130142,0.9524447031431897,0.9256675487130142,0.9190115136197697,662.3625173568726,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9268648769344394,0.9544184963922725,0.9268648769344394,0.920357623821637,664.9493219852448,True,0.0,balanced,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-1,0.9291422482685135,0.953857162196136,0.9291422482685135,0.9228567151891629,663.0671916007996,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9277313378980919,0.9514399301852031,0.9277313378980919,0.9210392926201963,680.3578445911407,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9274278057411829,0.9552854184007278,0.9274278057411829,0.9211486593685546,681.8919901847839,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9288246452820147,0.9573481777450201,0.9288246452820147,0.922510466507177,671.7268660068512,True,0.0,balanced_subsample,entropy,30,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-10,0.9287500752034791,0.9524954434404933,0.9287500752034791,0.9221873885374233,677.444619178772,True,0.0,balanced_subsample,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9332268946514563,0.9571580679508276,0.9332268946514563,0.9270693680095253,662.0562541484833,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
lr_valid_lb_mm_0-100,0.9321685597104116,0.9542242584252213,0.9321685597104116,0.925713532397337,667.2279498577118,True,0.0,balanced,entropy,32,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9374512191314663,0.9664905450500556,0.9374512191314663,0.9123444096865224,723.4110970497131,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9347025407328797,0.9621004778030339,0.9347025407328797,0.9083742116327961,728.0514025688171,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.9364271893140254,0.9665842161758529,0.9364271893140254,0.9104536662563742,737.0323083400726,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_none,0.936392449530828,0.9646326160710136,0.936392449530828,0.9106304567191682,723.1810019016266,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9316776973026973,0.9567705909725454,0.9316776973026973,0.9038000835183191,721.9545080661774,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9328459627911336,0.9582749929991599,0.9328459627911336,0.9052311355069109,715.4034576416016,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9327493598151271,0.9598825831702544,0.9327493598151271,0.9053593794634027,718.1644806861877,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_std,0.9329159771442845,0.9591031473400798,0.9329159771442845,0.9058067910300532,721.8771462440491,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9337028651729253,0.9584940739019289,0.9337028651729253,0.9066608045724335,708.0514612197876,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9323685073298674,0.9576027460803413,0.9323685073298674,0.9050416483998246,720.1877796649933,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9319629144034464,0.9580721548962251,0.9319629144034464,0.9044644618318102,716.1310496330261,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-1,0.9334956532596651,0.960178223336118,0.9334956532596651,0.9066327760369876,723.5959415435791,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9332927248305376,0.9604774289429686,0.9332927248305376,0.9064054521946836,718.0142242908478,True,0.0,balanced_subsample,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
fc_valid_lb_mm_0-10,0.9317752486222347,0.9585768624176639,0.9317752486222347,0.9043763676148796,718.0390889644623,True,0.0,balanced,entropy,17,auto,None,None,0.0,1,2,0.0,100,False,42,0,False
