Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
fc__22_opt-01,0.93702,0.001,0.93433,0.93939,0.9546,0.00178,0.94993,0.9584,0.93702,0.001,0.93433,0.93939,0.91052,0.00134,0.90677,0.91377,0.9779,0.00079,0.97576,0.97939,0.95052,0.0026,0.94488,0.95488,6.64601,0.43422,4.89179,7.49651
fc__22_default,0.93686,0.00102,0.93429,0.93924,0.95395,0.00176,0.94997,0.95724,0.93686,0.00102,0.93429,0.93924,0.91026,0.00141,0.90714,0.91368,0.97776,0.00075,0.97614,0.97911,0.95034,0.00228,0.94464,0.95452,7.77595,0.39863,6.98276,8.86462
fc__22_opt-02,0.93315,0.00095,0.93125,0.93547,0.94004,0.00191,0.93633,0.94486,0.93315,0.00095,0.93125,0.93547,0.90423,0.00134,0.90179,0.90741,0.97514,0.00055,0.97417,0.97638,0.94405,0.0015,0.94115,0.94765,17.47795,0.88673,16.06456,20.82384
fc__15_opt-01,0.93484,0.00101,0.9325,0.93689,0.9528,0.00224,0.94559,0.95782,0.93484,0.00101,0.9325,0.93689,0.90761,0.00141,0.90441,0.91033,0.97411,0.00067,0.97247,0.97546,0.93721,0.00247,0.93158,0.94224,5.47531,0.30485,5.19661,6.80531
fc__15_default,0.93466,0.00112,0.93193,0.93704,0.95308,0.00219,0.94929,0.95841,0.93466,0.00112,0.93193,0.93704,0.90736,0.00159,0.9037,0.91079,0.97406,0.0007,0.97239,0.97543,0.93707,0.00265,0.93087,0.94202,6.11135,0.32064,5.55081,7.34375
fc__10_opt-01,0.93384,0.00119,0.92986,0.93622,0.95307,0.00237,0.94759,0.95769,0.93384,0.00119,0.92986,0.93622,0.90629,0.0017,0.90047,0.90968,0.97275,0.0007,0.97113,0.97443,0.93205,0.00208,0.92838,0.93655,5.00552,0.1835,4.74405,5.61718
fc__10_default,0.93409,0.00109,0.9316,0.93601,0.95324,0.00231,0.94794,0.95891,0.93409,0.00109,0.9316,0.93601,0.90664,0.00153,0.90319,0.90946,0.97269,0.00071,0.97099,0.97452,0.93173,0.00222,0.92642,0.93715,5.62721,0.24219,5.32906,6.45157
fc__15_opt-02,0.93267,0.00092,0.93061,0.93444,0.94498,0.0019,0.94021,0.94859,0.93267,0.00092,0.93061,0.93444,0.90406,0.00125,0.90096,0.90653,0.97194,0.00061,0.97071,0.97322,0.93061,0.00198,0.92581,0.93432,13.83998,0.55008,12.94462,15.15581
fc__10_opt-02,0.93251,0.00113,0.92946,0.93497,0.94843,0.00207,0.94315,0.95259,0.93251,0.00113,0.92946,0.93497,0.90416,0.00159,0.89981,0.90757,0.97083,0.00063,0.96937,0.97252,0.92531,0.0021,0.92029,0.92969,12.1758,0.4302,11.49819,13.40471
