Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr__22_opt-02,0.93463,0.00079,0.93273,0.93651,0.94746,0.00184,0.94274,0.95112,0.93463,0.00079,0.93273,0.93651,0.92778,0.00087,0.92567,0.92989,0.98619,0.00026,0.98553,0.9867,0.98297,0.0003,0.98217,0.98351,35.66142,2.61665,31.97518,42.03254
lr__15_opt-02,0.92511,0.00074,0.92361,0.9277,0.96184,0.00152,0.95851,0.9651,0.92511,0.00074,0.92361,0.9277,0.91924,0.0008,0.91772,0.92208,0.97299,0.00038,0.97211,0.97393,0.96093,0.00071,0.95937,0.96233,24.27894,1.25552,22.75072,28.96967
lr__10_opt-02,0.91926,0.00092,0.91753,0.92158,0.96459,0.00133,0.96168,0.96699,0.91926,0.00092,0.91753,0.92158,0.91372,0.00095,0.91192,0.91604,0.96449,0.00063,0.96318,0.96605,0.94356,0.00138,0.94047,0.94685,20.75442,0.7679,19.70116,24.67206
lr__22_default,0.93369,0.001,0.93103,0.93631,0.95729,0.00316,0.94977,0.96376,0.93369,0.001,0.93103,0.93631,0.9275,0.00089,0.92526,0.92992,0.98565,0.00066,0.98431,0.98716,0.98204,0.00098,0.98015,0.98415,15.19502,1.16225,13.60997,17.79897
lr__22_opt-01,0.93242,0.00168,0.92763,0.93589,0.95884,0.00348,0.95128,0.9655,0.93242,0.00168,0.92763,0.93589,0.92635,0.00151,0.92182,0.92955,0.98484,0.00106,0.98283,0.98721,0.9809,0.00158,0.97778,0.98421,12.93673,0.95726,11.66835,14.73153
lr__15_default,0.92233,0.00133,0.9187,0.92486,0.9653,0.00192,0.96012,0.97019,0.92233,0.00133,0.9187,0.92486,0.9168,0.00128,0.91292,0.91911,0.97079,0.00168,0.96778,0.97358,0.95692,0.00359,0.95114,0.96235,10.51338,0.56604,9.84322,12.99879
lr__10_default,0.9177,0.00116,0.91486,0.91975,0.96513,0.00166,0.96066,0.96904,0.9177,0.00116,0.91486,0.91975,0.91222,0.00123,0.90912,0.91432,0.96352,0.00119,0.96145,0.96615,0.94195,0.00287,0.93784,0.94757,9.36366,0.36542,8.93766,10.38819
lr__15_opt-01,0.92118,0.00222,0.91752,0.92605,0.96402,0.00144,0.96041,0.96763,0.92118,0.00222,0.91752,0.92605,0.91555,0.00221,0.91189,0.92055,0.96979,0.00242,0.96671,0.97404,0.95496,0.00506,0.94898,0.96321,9.30503,0.42527,8.78509,10.3149
lr__10_opt-01,0.91674,0.00174,0.91377,0.92027,0.96385,0.0025,0.95926,0.96942,0.91674,0.00174,0.91377,0.92027,0.91119,0.00185,0.90813,0.91512,0.96274,0.00159,0.96025,0.96547,0.9406,0.00368,0.93496,0.94675,8.27808,0.34393,7.88569,9.57726
