Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_mm_0-10_10_opt-01,0.92374,0.00194,0.9205,0.92726,0.95543,0.00315,0.95039,0.96027,0.92374,0.00194,0.9205,0.92726,0.91738,0.00214,0.9141,0.92108,0.96646,0.00232,0.96338,0.97015,0.94693,0.00588,0.94056,0.95606,41.03902,2.3192,37.33007,43.5468
lr_mm_0-100_10_default,0.92402,0.00204,0.9207,0.92671,0.95064,0.0032,0.94493,0.95466,0.92402,0.00204,0.9207,0.92671,0.91731,0.00229,0.91361,0.92024,0.96699,0.00228,0.96339,0.96951,0.94922,0.00547,0.94178,0.95526,26.22382,1.18559,24.82615,27.78908
lr_mm_0-1_10_opt-01,0.92335,0.00184,0.9205,0.92726,0.95497,0.00287,0.95039,0.96027,0.92335,0.00184,0.9205,0.92726,0.91696,0.00202,0.9141,0.92108,0.96599,0.00219,0.96338,0.97015,0.94577,0.00549,0.94045,0.95606,41.45645,2.13783,37.33007,43.5468
lr_mm_0-10_10_default,0.92315,0.00211,0.92054,0.92671,0.94937,0.00327,0.94359,0.95466,0.92315,0.00211,0.92054,0.92671,0.91634,0.00237,0.9133,0.92024,0.96588,0.00245,0.96308,0.96951,0.94663,0.00581,0.93999,0.95526,26.63425,1.13234,24.82615,27.87501
lr_mm_0-1_10_default,0.92265,0.00209,0.91969,0.92671,0.94873,0.0031,0.94359,0.95466,0.92265,0.00209,0.91969,0.92671,0.91578,0.00233,0.91261,0.92024,0.96537,0.00231,0.96308,0.96951,0.94536,0.0055,0.93999,0.95526,26.83594,1.11812,24.82615,29.85674
lr_none_10_default,0.92261,0.0008,0.92159,0.92372,0.94783,0.00155,0.9456,0.95053,0.92261,0.0008,0.92159,0.92372,0.91562,0.00094,0.9144,0.91698,0.96616,0.00039,0.96544,0.96677,0.94771,0.00067,0.94634,0.94867,26.69162,0.27822,26.12489,27.15019
lr_std_15_opt-01,0.92258,0.00057,0.9217,0.92327,0.94274,0.00163,0.94078,0.94648,0.92258,0.00057,0.9217,0.92327,0.91516,0.00064,0.91418,0.91595,0.96969,0.00043,0.96894,0.97038,0.95108,0.00104,0.94921,0.95225,50.55748,1.20042,49.72442,53.7647
lr_std_22_default,0.92289,0.00085,0.92179,0.92479,0.93425,0.00143,0.93231,0.9372,0.92289,0.00085,0.92179,0.92479,0.91481,0.00097,0.91353,0.91688,0.9715,0.00047,0.9709,0.97222,0.95531,0.0009,0.95411,0.95634,37.97936,0.29933,37.45763,38.41981
lr_std_15_opt-02,0.9193,0.00102,0.91735,0.92081,0.96458,0.00108,0.96277,0.96653,0.9193,0.00102,0.91735,0.92081,0.91374,0.00098,0.91198,0.91529,0.96881,0.00067,0.96754,0.96983,0.94899,0.00108,0.94722,0.95072,61.15974,1.39435,59.35204,63.76955
lr_std_10_opt-02,0.91876,0.00068,0.91777,0.91973,0.96263,0.00133,0.96047,0.96491,0.91876,0.00068,0.91777,0.91973,0.91304,0.00066,0.91221,0.91405,0.96386,0.0004,0.96342,0.96468,0.93861,0.0009,0.93685,0.93986,58.1501,1.99249,55.74409,61.14226
lr_std_22_opt-02,0.91791,0.00105,0.91665,0.91932,0.96625,0.00064,0.96518,0.96705,0.91791,0.00105,0.91665,0.91932,0.91253,0.00105,0.91126,0.91393,0.97067,0.00067,0.96947,0.97184,0.95357,0.00117,0.9519,0.95601,68.35867,0.46743,67.44694,69.14276
lr_std_10_opt-01,0.91904,0.00085,0.91819,0.9208,0.94784,0.001,0.94638,0.94936,0.91904,0.00085,0.91819,0.9208,0.91208,0.0009,0.91112,0.91386,0.96293,0.00057,0.96216,0.96387,0.93932,0.00124,0.93741,0.94079,43.55275,0.47607,42.77004,44.32815
lr_std_15_default,0.91993,0.00119,0.91782,0.92163,0.93046,0.00217,0.92754,0.93347,0.91993,0.00119,0.91782,0.92163,0.91152,0.00138,0.90896,0.91338,0.96788,0.00066,0.96693,0.96904,0.94935,0.00099,0.9482,0.95076,31.9878,0.2311,31.57746,32.33905
lr_std_10_default,0.91708,0.00101,0.91573,0.9184,0.94043,0.00158,0.9389,0.9438,0.91708,0.00101,0.91573,0.9184,0.90948,0.00114,0.90806,0.91115,0.96129,0.00093,0.96044,0.96283,0.93754,0.00174,0.93579,0.94046,27.75142,0.33482,27.27934,28.33292
