Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
fc__15_default,0.925,0.00091,0.92291,0.9276,0.90875,0.00226,0.90331,0.91467,0.925,0.00091,0.92291,0.9276,0.89051,0.00134,0.88737,0.89382,0.97042,0.00066,0.96913,0.97296,0.92655,0.00191,0.92279,0.93179,2.52897,0.26848,1.85031,3.0329
fc__10_default,0.92468,0.00105,0.92203,0.92663,0.90855,0.00239,0.90379,0.91329,0.92468,0.00105,0.92203,0.92663,0.89012,0.00153,0.88617,0.89278,0.97006,0.00056,0.9688,0.97111,0.92592,0.00157,0.92207,0.92919,2.27316,0.38269,1.62458,3.2492
fc__22_default,0.92534,0.00113,0.9231,0.92752,0.90938,0.00259,0.90445,0.91704,0.92534,0.00113,0.9231,0.92752,0.89104,0.00167,0.88748,0.8946,0.97059,0.00064,0.9693,0.9722,0.92579,0.00242,0.92007,0.93062,3.10347,0.19477,2.35883,3.67392
fc__22_opt-02,0.9251,0.00144,0.92225,0.92949,0.91061,0.00593,0.8979,0.92546,0.9251,0.00144,0.92225,0.92949,0.89088,0.00236,0.88563,0.89806,0.96981,0.00177,0.96526,0.97242,0.92232,0.00852,0.90123,0.93047,2.37147,0.36275,1.91427,3.48616
fc__15_opt-02,0.92442,0.00155,0.91955,0.92728,0.90903,0.00647,0.88398,0.92174,0.92442,0.00155,0.91955,0.92728,0.88982,0.00245,0.88122,0.89435,0.96934,0.00216,0.96315,0.97151,0.92207,0.00962,0.8972,0.92956,2.03011,0.31344,1.62687,3.33815
fc__10_opt-02,0.92433,0.00106,0.92209,0.9269,0.91042,0.00574,0.8981,0.92591,0.92433,0.00106,0.92209,0.9269,0.88988,0.00162,0.88668,0.89443,0.96909,0.00211,0.96371,0.97189,0.92168,0.0093,0.89998,0.93105,1.81618,0.28423,1.49303,3.19909
fc__15_opt-01,0.92448,0.00133,0.92189,0.92752,0.91604,0.00681,0.90387,0.93316,0.92448,0.00133,0.92189,0.92752,0.89068,0.00175,0.88628,0.89417,0.96747,0.00154,0.9647,0.9699,0.91278,0.00527,0.90071,0.92,1.68309,0.39186,1.23412,2.61708
fc__10_opt-01,0.92397,0.00108,0.92135,0.92671,0.916,0.00754,0.90705,0.93233,0.92397,0.00108,0.92135,0.92671,0.89002,0.00152,0.88582,0.89382,0.96708,0.00131,0.96394,0.96895,0.91225,0.0045,0.89863,0.91891,1.55917,0.29861,1.24418,2.25294
fc__22_opt-01,0.92484,0.00111,0.92242,0.92704,0.91525,0.00595,0.90586,0.92857,0.92484,0.00111,0.92242,0.92704,0.89096,0.0017,0.88672,0.89393,0.96779,0.00137,0.96526,0.96978,0.91184,0.00516,0.89903,0.91827,2.04513,0.5931,1.49811,3.63623
