Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_mm_0-1000_10_default,0.91905,0.00074,0.91752,0.91975,0.96654,0.00162,0.9641,0.96904,0.91905,0.00074,0.91752,0.91975,0.91364,0.00073,0.91234,0.91432,0.9653,0.00062,0.96403,0.96615,0.94623,0.00093,0.94466,0.94757,9.66808,0.42445,9.2804,10.38819
lr_mm_0-1000_10_opt-01,0.91897,0.00097,0.9174,0.92027,0.96742,0.0015,0.96395,0.96942,0.91897,0.00097,0.9174,0.92027,0.91368,0.0011,0.91167,0.91512,0.96492,0.00051,0.96406,0.96547,0.94565,0.00085,0.94402,0.94675,8.491,0.2781,8.26412,9.19821
lr_mm_0-1000_10_opt-02,0.91959,0.00105,0.91806,0.92105,0.9644,0.00119,0.96296,0.96641,0.91959,0.00105,0.91806,0.92105,0.91399,0.00108,0.91249,0.91549,0.96491,0.00079,0.96364,0.96597,0.945,0.00141,0.94242,0.94683,21.07701,0.4904,20.56165,21.842
lr_none_10_opt-02,0.919,0.00108,0.91753,0.92105,0.96434,0.00205,0.96168,0.96699,0.919,0.00108,0.91753,0.92105,0.91345,0.00111,0.91195,0.91554,0.96466,0.00068,0.96371,0.96605,0.94458,0.00102,0.9435,0.94685,21.07579,0.39282,20.537,21.71443
lr_mm_0-100_10_opt-02,0.9193,0.00094,0.91784,0.92105,0.96461,0.00115,0.96296,0.96641,0.9193,0.00094,0.91784,0.92105,0.91375,0.00095,0.91232,0.91549,0.96462,0.00064,0.96364,0.96597,0.94421,0.00132,0.94242,0.94683,20.87048,0.5128,20.22275,21.842
lr_mm_0-10_10_opt-02,0.9194,0.00084,0.91784,0.92105,0.96474,0.00113,0.96256,0.96641,0.9194,0.00084,0.91784,0.92105,0.91387,0.00087,0.91232,0.91549,0.96461,0.00056,0.96364,0.96597,0.94391,0.00124,0.94194,0.94683,20.9198,0.86988,19.98411,24.67206
lr_mm_0-1_10_opt-02,0.91937,0.00089,0.91784,0.92158,0.96479,0.00118,0.96239,0.96682,0.91937,0.00089,0.91784,0.92158,0.91384,0.00092,0.91229,0.91604,0.96452,0.00062,0.96318,0.96597,0.94353,0.0014,0.94047,0.94683,20.81163,0.83342,19.9477,24.67206
lr_mm_0-100_10_default,0.91832,0.00117,0.91568,0.91975,0.96609,0.00146,0.96384,0.96904,0.91832,0.00117,0.91568,0.91975,0.9129,0.00121,0.91014,0.91432,0.96442,0.00114,0.96245,0.96615,0.94421,0.00232,0.94027,0.94757,9.5249,0.38766,9.00016,10.38819
lr_none_10_opt-01,0.91808,0.00123,0.91583,0.91945,0.96551,0.00126,0.96308,0.96718,0.91808,0.00123,0.91583,0.91945,0.91256,0.00119,0.91026,0.9139,0.96441,0.00068,0.96312,0.96541,0.94476,0.00118,0.94247,0.94633,8.39686,0.32523,8.19411,9.01585
lr_none_10_default,0.91767,0.00065,0.91691,0.91912,0.96503,0.00129,0.9622,0.96648,0.91767,0.00065,0.91691,0.91912,0.91223,0.00071,0.91133,0.91384,0.96425,0.00062,0.96337,0.96545,0.9445,0.00115,0.94309,0.94683,9.50637,0.30518,9.23222,10.20223
lr_std_10_opt-02,0.91907,0.00092,0.91755,0.92085,0.96404,0.0009,0.96299,0.9661,0.91907,0.00092,0.91755,0.92085,0.9135,0.00094,0.91192,0.91534,0.96418,0.00053,0.96329,0.96485,0.94262,0.00087,0.94084,0.94396,20.20417,0.48546,19.70116,21.06522
lr_mm_0-100_10_opt-01,0.91812,0.00123,0.9161,0.92027,0.96582,0.00216,0.96202,0.96942,0.91812,0.00123,0.9161,0.92027,0.9127,0.00137,0.91054,0.91512,0.96393,0.00113,0.96221,0.96547,0.94332,0.00254,0.93921,0.94675,8.4746,0.41364,8.01448,9.57726
lr_mm_0-10_10_default,0.91798,0.00131,0.91486,0.91975,0.96546,0.00173,0.96169,0.96904,0.91798,0.00131,0.91486,0.91975,0.91251,0.0014,0.90912,0.91432,0.96381,0.00132,0.962,0.96615,0.94258,0.00303,0.93848,0.94757,9.39168,0.38712,8.93766,10.38819
lr_mm_0-1_10_default,0.91774,0.00126,0.91486,0.91975,0.96518,0.0018,0.96066,0.96904,0.91774,0.00126,0.91486,0.91975,0.91225,0.00135,0.90912,0.91432,0.96349,0.00129,0.96186,0.96615,0.94177,0.00302,0.93784,0.94757,9.34797,0.37619,8.93766,10.38819
lr_mm_0-10_10_opt-01,0.91714,0.0018,0.91377,0.92027,0.96438,0.0028,0.95926,0.96942,0.91714,0.0018,0.91377,0.92027,0.91164,0.00194,0.90813,0.91512,0.96307,0.00157,0.96074,0.96547,0.94135,0.00354,0.93621,0.94675,8.33557,0.39437,7.95472,9.57726
lr_std_10_default,0.91758,0.00124,0.91522,0.91901,0.96507,0.00156,0.96244,0.96743,0.91758,0.00124,0.91522,0.91901,0.91209,0.00121,0.90973,0.91351,0.96291,0.00081,0.96145,0.96395,0.9401,0.0014,0.93789,0.94157,9.28371,0.37169,8.951,10.0311
lr_mm_0-1_10_opt-01,0.91678,0.00176,0.91377,0.92027,0.9639,0.00265,0.95926,0.96942,0.91678,0.00176,0.91377,0.92027,0.91124,0.0019,0.90813,0.91512,0.96265,0.00158,0.96029,0.96547,0.94033,0.00359,0.93558,0.94675,8.28468,0.37616,7.88569,9.57726
lr_std_10_opt-01,0.91522,0.0006,0.91421,0.91615,0.96203,0.00153,0.95961,0.96372,0.91522,0.0006,0.91421,0.91615,0.90958,0.00054,0.90852,0.91038,0.96145,0.00069,0.96025,0.96239,0.9375,0.00123,0.93496,0.93899,8.13287,0.1311,7.97461,8.46047
