Dataset,Precision,Recall,Accuracy,F1,ROC_AUC,P_R_AUC,Runtime(seconds)
fc_none,0.9231429865242579,0.9118263542782616,0.9231429865242579,0.8883241820574488,0.9515132935305198,0.9003501077904557,35.95851683616638
fc_none,0.9230997485592916,0.9080712249380755,0.9230997485592916,0.8875388269687557,0.951769378600316,0.8989254583030581,31.47383427619934
fc_none,0.9251159087716012,0.9135985886067134,0.9251159087716012,0.8913550608112698,0.9519097509224008,0.8990993540652717,33.398481130599976
fc_none,0.9234875444839857,0.9122904768537865,0.9234875444839857,0.8890900040725824,0.9510581444060009,0.8975649111995947,35.78804588317871
fc_none,0.9215404557025284,0.9073405535499398,0.9215404557025284,0.8864170736118647,0.9506962867721449,0.898163164631518,34.442105293273926
fc_none,0.9229159509010838,0.9079192257584218,0.9229159509010838,0.8877212137755335,0.9510344909758354,0.8977974781142907,34.035320520401
fc_none,0.9268403064966682,0.9183425878400447,0.9268403064966682,0.8935754824063563,0.9518990538760012,0.9005047082662094,33.21677875518799
fc_none,0.9246243713491394,0.9109697194872748,0.9246243713491394,0.8904575994189213,0.9513695532070657,0.9007026340318638,37.634129762649536
fc_none,0.9259617786660005,0.9126939875476257,0.9259617786660005,0.8922958117561551,0.9530018654948111,0.901708336734287,32.766544342041016
fc_none,0.9236940269388647,0.9090909090909091,0.9236940269388647,0.8886560841740874,0.9517371408210159,0.8996866950920598,35.18812274932861
fc_std,0.9232078447293225,0.9113635305618919,0.9232078447293225,0.8884098747504086,0.9510514066477304,0.8995671512237948,83.8746612071991
fc_std,0.9244428479955021,0.9129317193999159,0.9244428479955021,0.889810048740491,0.951478998779551,0.9007030631511326,84.23831176757812
fc_std,0.9257611241217799,0.9174012406137774,0.9257611241217799,0.8921646445175191,0.9521029032557098,0.9007792421098484,80.92159008979797
fc_std,0.9250491864713781,0.9123819273184124,0.9250491864713781,0.8909487459105779,0.9527154177708218,0.9057380432324266,100.18911719322205
fc_std,0.9237360887820563,0.9092344853214418,0.9237360887820563,0.8890402870509152,0.9525274472375445,0.9024154362342971,96.74426412582397
fc_std,0.9234385493619879,0.9133905778602924,0.9234385493619879,0.8892453682783552,0.9511422084664004,0.9001430218341937,96.56241464614868
fc_std,0.9235551390190565,0.9121072903615017,0.9235551390190565,0.8892860374626731,0.9508941402680408,0.9018022139645556,92.91451835632324
fc_std,0.925370104316322,0.9134646732802385,0.925370104316322,0.8913987046926486,0.9522672283787065,0.9013613403859944,97.68841218948364
fc_std,0.9248946464804121,0.9183208590953466,0.9248946464804121,0.8914259927797834,0.9517133373290735,0.9001666498255791,83.33515524864197
fc_std,0.9245450995704803,0.9104984191928585,0.9245450995704803,0.8901970588903789,0.9521191807712801,0.9027864098963395,85.90877723693848
fc_mm_0-1,0.9260363806698415,0.9171275854055311,0.9260363806698415,0.8928304789484401,0.9519333997753853,0.8982660108996126,74.75114440917969
fc_mm_0-1,0.9258207021432697,0.9133810675097638,0.9258207021432697,0.8921029925979747,0.9525179330784207,0.9040278585684725,57.220436334609985
fc_mm_0-1,0.9266434581700673,0.9155066815144766,0.9266434581700673,0.8935938950657821,0.9524779951867316,0.9028071383203551,60.694212436676025
fc_mm_0-1,0.9255392202765552,0.9150484311998888,0.9255392202765552,0.8922027158318082,0.9522244197267934,0.9019700070571154,58.34185600280762
fc_mm_0-1,0.9252294150696049,0.9148768381500209,0.9252294150696049,0.8916920990166158,0.952618846358139,0.9045629211953621,59.24038577079773
fc_mm_0-1,0.9249683855557117,0.9146952407458948,0.9249683855557117,0.8913751017087064,0.9524581970051299,0.9023221006394075,58.81135654449463
fc_mm_0-1,0.9250862647743063,0.9142457449288879,0.9250862647743063,0.8909793228811634,0.9521516043527546,0.9027221811692953,57.043949365615845
fc_mm_0-1,0.9244752623688156,0.9148096564531105,0.9244752623688156,0.8907019843601682,0.9524643073345785,0.9020544858527088,59.51688814163208
fc_mm_0-1,0.9236979776684625,0.9130252492313425,0.9236979776684625,0.8891661373741039,0.9493965067236069,0.9000233204689294,58.89840221405029
fc_mm_0-1,0.924912970854993,0.915223547982729,0.924912970854993,0.8912650330047925,0.9523302552935435,0.9021768846407239,58.674394845962524
fc_mm_0-10,0.9248856344361348,0.9172282381372868,0.9248856344361348,0.8913578574170675,0.9518762208151859,0.9001891817236617,118.37605118751526
fc_mm_0-10,0.9252479500195236,0.9111493397805468,0.9252479500195236,0.8911778080945884,0.9531715915850071,0.9061320353879254,95.26087212562561
fc_mm_0-10,0.9234372072690938,0.9098261597099563,0.9234372072690938,0.8886770180695542,0.9495670185500994,0.9004976565372271,108.23046946525574
fc_mm_0-10,0.926654489251089,0.9170145653585676,0.926654489251089,0.8937969074961569,0.9534435041723994,0.9035968331111719,92.36919069290161
fc_mm_0-10,0.9256582746726186,0.9157909420626802,0.9256582746726186,0.8921251104115235,0.952034366968398,0.9026201536048397,103.29044914245605
fc_mm_0-10,0.9253433208489388,0.915585924789662,0.9253433208489388,0.8917108062836706,0.9544412839428111,0.9056393952861854,97.8157467842102
fc_mm_0-10,0.9258634688651552,0.9162435365910467,0.9258634688651552,0.8923014108787372,0.9520531849098337,0.9029812757805784,104.82161045074463
fc_mm_0-10,0.925501835507303,0.9134507829977628,0.925501835507303,0.8915322855778196,0.9520941776025312,0.9020394460124094,96.1835880279541
fc_mm_0-10,0.9234564816838949,0.9106602763947699,0.9234564816838949,0.8887022068840251,0.9510360189417328,0.89969583602676,99.68729066848755
fc_mm_0-10,0.9257876567893907,0.9167637600782961,0.9257876567893907,0.8922504705962397,0.9529397480084908,0.9029577356761735,100.66373991966248
fc_mm_0-100,0.9244570054494636,0.9133652995670593,0.9244570054494636,0.8902400290394301,0.9523339396597426,0.9012729960579756,51.47890639305115
fc_mm_0-100,0.9250382537551135,0.9108588443286498,0.9250382537551135,0.8907796255431444,0.9530735588264657,0.90394925552182,41.31710410118103
fc_mm_0-100,0.9262328339575531,0.9191562514519351,0.9262328339575531,0.8932788476734471,0.9512732884555418,0.9016639476592617,49.74635314941406
fc_mm_0-100,0.9244850187265917,0.9143706732332854,0.9244850187265917,0.8905178850200232,0.9521841466610008,0.9027815616790789,51.71174192428589
fc_mm_0-100,0.9260259432121506,0.9145705235699646,0.9260259432121506,0.8923125866339446,0.9519472535366479,0.9004428793082124,50.73982357978821
fc_mm_0-100,0.9259027962092707,0.911397110068299,0.9259027962092707,0.8920824048387831,0.9526978076885011,0.9045656082194996,54.11402702331543
fc_mm_0-100,0.9259045359473044,0.9187956628972963,0.9259045359473044,0.8926867864812931,0.9534303478000744,0.9037254592345837,51.19415307044983
fc_mm_0-100,0.9245327212254649,0.9088918906330057,0.9245327212254649,0.8898059691283431,0.951119106915133,0.9007606188397608,48.64509844779968
fc_mm_0-100,0.9228078940794404,0.9126010593810984,0.9228078940794404,0.8882105548772214,0.9500938853970063,0.8982797678412441,55.4753532409668
fc_mm_0-100,0.9246555033630363,0.9126965610564136,0.9246555033630363,0.8901428961499954,0.95128456965023,0.8978523491245802,45.54853105545044
fc_mm_0-1000,0.9235847731422953,0.9113060428849903,0.9235847731422953,0.8891454965357968,0.9497200619071138,0.897417589305568,17.538232803344727
fc_mm_0-1000,0.9201834719253631,0.9034463513324962,0.9201834719253631,0.8836373561388347,0.9506716595181893,0.8969389928701779,22.33542513847351
fc_mm_0-1000,0.9248985326256635,0.9089899083418203,0.9248985326256635,0.8908649592813556,0.952409635844227,0.9023284162608647,18.89489769935608
fc_mm_0-1000,0.9210172984450135,0.9074556103002696,0.9210172984450135,0.8852964516494729,0.9499937755318856,0.8960845121411225,18.945751667022705
fc_mm_0-1000,0.9236692490316132,0.9101123595505618,0.9236692490316132,0.8887523048555623,0.952116356687306,0.8987696171749009,18.20861029624939
fc_mm_0-1000,0.9236736541433187,0.904775176514307,0.9236736541433187,0.8884732928887471,0.9510176057734206,0.8999854751957904,21.020557165145874
fc_mm_0-1000,0.9240727727024284,0.908383791336749,0.9240727727024284,0.8891675025075226,0.952346418757011,0.8998355436587414,16.45729112625122
fc_mm_0-1000,0.9234156166565178,0.9093028678013523,0.9234156166565178,0.8882815169115135,0.9515005611482724,0.8974522150924824,15.14148759841919
fc_mm_0-1000,0.9220754893696731,0.9084012101466139,0.9220754893696731,0.886612456275837,0.9503582729870362,0.8962580246512277,19.328665494918823
fc_mm_0-1000,0.9222062634652012,0.9056262185498096,0.9222062634652012,0.8867525738051408,0.9519485715854128,0.8996117408850053,18.157821893692017
lr_none,0.9131750425528257,0.9254165052305308,0.9131750425528257,0.9043922756531617,0.9499293048641921,0.9206197534268195,84.06511116027832
lr_none,0.9145217667619956,0.9321188841035192,0.9145217667619956,0.9061453883655362,0.9492579085305084,0.9184584005028893,83.65906357765198
lr_none,0.9119366542290696,0.9266225833349493,0.9119366542290696,0.9031971496886017,0.9494063021064528,0.9202532548045077,98.3004641532898
lr_none,0.9132988681448911,0.9287264553135416,0.9132988681448911,0.9047079699475215,0.9484380642117074,0.9186675790058971,77.71590042114258
lr_none,0.9131181613618016,0.9282936362053287,0.9131181613618016,0.9046290185726407,0.9487743857564184,0.919881711577542,82.49997854232788
lr_none,0.9120234352181159,0.92573402417962,0.9120234352181159,0.9030658122651422,0.9495905998779789,0.919962351860558,75.85151720046997
lr_none,0.9119668103966604,0.9278566036274947,0.9119668103966604,0.9034179254973285,0.948312049548229,0.9178037357986638,80.55889248847961
lr_none,0.912793294170188,0.9266481865586291,0.912793294170188,0.9039901664145235,0.9490162060065546,0.9200048432192865,83.50815558433533
lr_none,0.9129575698220836,0.9286378789053416,0.9129575698220836,0.9043790109475274,0.9490053858391938,0.9189928567748472,82.1804461479187
lr_none,0.9125242701764635,0.9280791419831959,0.9125242701764635,0.9039977371299265,0.9500416469392903,0.9205981316106073,84.72243976593018
lr_std,0.9146726901077005,0.9327244935472012,0.9146726901077005,0.9065794051548234,0.9487759445371076,0.9200125641428978,224.5491156578064
lr_std,0.9123732146997947,0.9306370697503245,0.9123732146997947,0.9040124182699092,0.9483610831695851,0.9190732446238477,218.15020322799683
lr_std,0.9125837151921043,0.9306721056721057,0.9125837151921043,0.9040664213605057,0.9487683287762717,0.9199462525798314,216.25558352470398
lr_std,0.9129834017061742,0.9301209482341558,0.9129834017061742,0.9045893833457235,0.9490403232978027,0.9201319551642079,222.92603754997253
lr_std,0.9138480571138927,0.9335594534354104,0.9138480571138927,0.9057182076305447,0.9482112757830466,0.918752516039414,222.23886823654175
lr_std,0.9114612417419095,0.9279389253812319,0.9114612417419095,0.902852402767566,0.9482388848117127,0.9196231175005486,231.62575435638428
lr_std,0.9136636249591862,0.9317585811690203,0.9136636249591862,0.905189658426118,0.9499044116669517,0.9215873654294714,228.64296865463257
lr_std,0.9128397375820057,0.9301716104985246,0.9128397375820057,0.9043381430067852,0.9482291589146391,0.9187510415483822,218.70961666107178
lr_std,0.9116090452952093,0.9292251136693431,0.9116090452952093,0.903255534031709,0.9485937683729333,0.9205889550409374,219.49009013175964
lr_std,0.91180058066622,0.9286767845359625,0.91180058066622,0.9031046522600736,0.9486474193008174,0.9199482691433566,219.96096992492676
lr_mm_0-1,0.9148059942739724,0.9343953375424964,0.9148059942739724,0.9066113755242449,0.9498037279009428,0.9207312330135078,173.42940831184387
lr_mm_0-1,0.9131163606354447,0.9324513075192054,0.9131163606354447,0.9048654448931184,0.9500897118690971,0.921875472238877,170.2773151397705
lr_mm_0-1,0.9125738005001676,0.9294142762876995,0.9125738005001676,0.9039839170937508,0.9484256001550051,0.9199077819411761,170.9416983127594
lr_mm_0-1,0.9130005325270988,0.9316461592205877,0.9130005325270988,0.9045667392144114,0.9481284197060715,0.9192614793371743,171.21665835380554
lr_mm_0-1,0.9126040172782468,0.9327703358571151,0.9126040172782468,0.9042353981801243,0.9480866182301921,0.9185877486796756,170.98527336120605
lr_mm_0-1,0.9129100474520322,0.9293369769560246,0.9129100474520322,0.904454273669518,0.949454878199919,0.9216035203132715,172.25997185707092
lr_mm_0-1,0.9140697474660712,0.931242017262066,0.9140697474660712,0.9058411610790054,0.9488793631140873,0.9208011101400337,169.1942844390869
lr_mm_0-1,0.9140128482599883,0.9310291352472522,0.9140128482599883,0.9056095031582917,0.9500724327909531,0.9218183926405661,175.5323510169983
lr_mm_0-1,0.9135853367346062,0.9325777277490975,0.9135853367346062,0.9052324212311026,0.949317689884901,0.9202099006425759,169.4609808921814
