Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
fc_std_22_opt-01,0.92482,0.00116,0.92319,0.92695,0.9117,0.00123,0.90948,0.91368,0.92482,0.00116,0.92319,0.92695,0.89067,0.00146,0.88857,0.89322,0.96856,0.00051,0.96756,0.96922,0.91486,0.00103,0.91324,0.9165,1.73927,0.11228,1.61439,1.9323
fc_none_15_opt-01,0.92474,0.00135,0.92189,0.92685,0.91107,0.00326,0.90387,0.91495,0.92474,0.00135,0.92189,0.92685,0.89066,0.002,0.88628,0.89316,0.96836,0.00061,0.96704,0.96922,0.91644,0.00156,0.91383,0.91878,1.70605,0.06865,1.59345,1.81718
fc_mm_0-1_15_opt-01,0.92434,0.00133,0.92219,0.92709,0.91794,0.00741,0.90638,0.93316,0.92434,0.00133,0.92219,0.92709,0.89066,0.00172,0.88655,0.89417,0.96702,0.00165,0.9647,0.9699,0.9111,0.00566,0.90071,0.92,1.73141,0.46281,1.23412,2.61708
fc_std_10_opt-02,0.92492,0.0009,0.92379,0.9269,0.91022,0.00134,0.90739,0.91157,0.92492,0.0009,0.92379,0.9269,0.89063,0.00135,0.8888,0.89348,0.96983,0.00048,0.96912,0.97046,0.9252,0.0016,0.92276,0.92723,1.77832,0.11577,1.65586,2.04643
fc_mm_0-100_22_opt-02,0.92478,0.00128,0.92225,0.92721,0.91261,0.00759,0.8979,0.92546,0.92478,0.00128,0.92225,0.92721,0.89063,0.00227,0.88563,0.89456,0.96826,0.0022,0.96526,0.97102,0.91469,0.01113,0.90123,0.92794,2.33779,0.28349,1.95268,2.86337
fc_mm_0-100_15_default,0.92511,0.001,0.92291,0.92638,0.90849,0.00242,0.90331,0.91233,0.92511,0.001,0.92291,0.92638,0.89063,0.00145,0.88737,0.8927,0.97051,0.00067,0.9692,0.97198,0.92685,0.00203,0.92327,0.93104,2.66901,0.18622,2.23193,3.0329
fc_mm_0-10_15_default,0.9251,0.00086,0.92291,0.92638,0.9087,0.00239,0.90331,0.91233,0.9251,0.00086,0.92291,0.92638,0.89062,0.00126,0.88737,0.8927,0.97048,0.00057,0.9692,0.97198,0.92669,0.00174,0.92327,0.93104,2.59504,0.20824,2.18673,3.0329
fc_mm_0-10_15_opt-01,0.92461,0.00128,0.92219,0.92709,0.91418,0.00375,0.90638,0.92071,0.92461,0.00128,0.92219,0.92709,0.89061,0.00177,0.88655,0.89417,0.96746,0.00164,0.9647,0.9699,0.91123,0.00642,0.90071,0.92,1.85957,0.46753,1.3258,2.61708
fc_mm_0-100_22_opt-01,0.92463,0.00094,0.92316,0.92602,0.9148,0.00417,0.90586,0.9212,0.92463,0.00094,0.92316,0.92602,0.8906,0.00151,0.88796,0.89305,0.96733,0.00128,0.96529,0.96921,0.90851,0.00606,0.89903,0.91817,2.62905,0.71447,1.81059,3.63623
fc_mm_0-10_22_opt-01,0.92472,0.00111,0.92242,0.92632,0.91355,0.00402,0.90586,0.9212,0.92472,0.00111,0.92242,0.92632,0.89058,0.00172,0.88672,0.89305,0.96778,0.00129,0.96529,0.96963,0.91095,0.00613,0.89903,0.91827,2.32189,0.72922,1.60729,3.63623
fc_none_15_default,0.92496,0.00131,0.92311,0.9276,0.90951,0.002,0.90795,0.91467,0.92496,0.00131,0.92311,0.9276,0.8905,0.00179,0.88807,0.89382,0.97044,0.00099,0.96944,0.97296,0.92664,0.00235,0.9239,0.93179,2.69977,0.11924,2.53394,2.93307
fc_mm_0-1_15_default,0.92499,0.00082,0.92291,0.92638,0.90845,0.00238,0.90331,0.91233,0.92499,0.00082,0.92291,0.92638,0.89044,0.00125,0.88737,0.8927,0.97043,0.00055,0.9692,0.97198,0.9266,0.00172,0.92279,0.93104,2.48206,0.29564,1.85031,3.0329
fc_mm_0-100_15_opt-01,0.92437,0.00119,0.92284,0.92677,0.91522,0.00374,0.90638,0.92071,0.92437,0.00119,0.92284,0.92677,0.89039,0.00157,0.88849,0.89343,0.96694,0.00174,0.9647,0.9699,0.90906,0.00675,0.90071,0.91976,2.0862,0.41244,1.53931,2.61708
fc_std_22_opt-02,0.9248,0.00106,0.92351,0.92668,0.90864,0.00194,0.90627,0.91246,0.9248,0.00106,0.92351,0.92668,0.89037,0.00154,0.88874,0.8935,0.97024,0.00081,0.96889,0.9718,0.92539,0.00233,0.92148,0.93016,2.06294,0.1585,1.91427,2.46622
