Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr_mm_0-1_15_opt-01,0.89834,0.00126,0.89588,0.90048,0.9183,0.00422,0.91018,0.9262,0.89834,0.00126,0.89588,0.90048,0.88896,0.00116,0.88628,0.89138,0.95082,0.00136,0.94802,0.95349,0.91618,0.00457,0.90607,0.92178,3.06178,1.60195,1.71836,5.92279
lr_mm_0-1_22_opt-01,0.90047,0.00259,0.89621,0.90539,0.92128,0.0056,0.91355,0.93099,0.90047,0.00259,0.89621,0.90539,0.89137,0.00294,0.88696,0.89701,0.95195,0.00135,0.94908,0.95395,0.91611,0.00439,0.9079,0.92191,3.75534,2.13161,2.12281,7.63456
lr_mm_0-10_10_opt-01,0.89857,0.00108,0.89645,0.90038,0.91655,0.00275,0.91075,0.92188,0.89857,0.00108,0.89645,0.90038,0.88899,0.00126,0.88623,0.89128,0.95097,0.00138,0.9481,0.9529,0.91584,0.00477,0.90673,0.92178,3.21545,1.49845,1.79516,5.36222
lr_mm_0-10_15_opt-01,0.89883,0.001,0.89627,0.90048,0.91641,0.00294,0.91018,0.92248,0.89883,0.001,0.89627,0.90048,0.88924,0.00117,0.88628,0.89138,0.95107,0.00146,0.94802,0.95349,0.91549,0.00507,0.90607,0.92178,3.44874,1.68115,1.8121,5.92279
lr_mm_0-100_22_opt-01,0.90247,0.00196,0.89827,0.90539,0.9239,0.00596,0.91355,0.93099,0.90247,0.00196,0.89827,0.90539,0.89356,0.00251,0.8882,0.89701,0.95264,0.00087,0.95079,0.95395,0.91476,0.0055,0.9079,0.92191,5.13259,2.30381,2.71629,7.63456
lr_mm_0-100_10_opt-02,0.89816,0.00106,0.89655,0.90012,0.91731,0.00457,0.90773,0.92338,0.89816,0.00106,0.89655,0.90012,0.88869,0.00121,0.88711,0.89073,0.9503,0.0031,0.94635,0.95421,0.91458,0.01027,0.90307,0.92683,2.88866,0.35528,2.35133,3.60313
lr_mm_0-100_15_opt-02,0.89817,0.00161,0.89571,0.90172,0.9157,0.00358,0.90781,0.92202,0.89817,0.00161,0.89571,0.90172,0.88849,0.00162,0.88626,0.89225,0.95061,0.00329,0.94647,0.95457,0.91435,0.01039,0.90131,0.92581,3.08544,0.41349,2.48612,3.7505
lr_mm_0-100_10_opt-01,0.89868,0.00108,0.89672,0.90038,0.91738,0.0027,0.91204,0.92188,0.89868,0.00108,0.89672,0.90038,0.8892,0.00124,0.88713,0.89128,0.95058,0.00152,0.9481,0.9529,0.9143,0.00516,0.90673,0.92178,3.85784,1.45559,2.17138,5.36222
lr_mm_0-100_15_opt-01,0.89909,0.00087,0.89769,0.90048,0.91725,0.00293,0.91018,0.92248,0.89909,0.00087,0.89769,0.90048,0.88957,0.00102,0.88793,0.89138,0.95078,0.00163,0.94802,0.95349,0.91406,0.00565,0.90607,0.92178,4.18252,1.61531,2.4682,5.92279
lr_mm_0-100_22_opt-02,0.90096,0.0017,0.89661,0.90298,0.92142,0.00817,0.90193,0.92976,0.90096,0.0017,0.89661,0.90298,0.89186,0.00244,0.88549,0.89461,0.95177,0.00255,0.9478,0.95511,0.91394,0.01096,0.90004,0.92759,3.62169,0.44602,3.03052,4.40634
lr_mm_0-1000_22_opt-01,0.90405,0.0009,0.90255,0.90539,0.9292,0.00102,0.92744,0.93099,0.90405,0.0009,0.90255,0.90539,0.89563,0.00091,0.89421,0.89701,0.95197,0.00067,0.95079,0.95282,0.90951,0.00097,0.9079,0.91162,7.37206,0.17359,7.16097,7.63456
lr_mm_0-1000_10_opt-01,0.89841,0.00111,0.89672,0.90009,0.91822,0.00148,0.91474,0.91968,0.89841,0.00111,0.89672,0.90009,0.88901,0.0012,0.88713,0.89093,0.94925,0.0008,0.9481,0.95046,0.90946,0.00157,0.90673,0.91114,5.27404,0.05607,5.19496,5.36222
lr_mm_0-1000_15_opt-01,0.89893,0.00097,0.89769,0.90048,0.91871,0.00185,0.91574,0.92145,0.89893,0.00097,0.89769,0.90048,0.88964,0.00113,0.888,0.89138,0.94931,0.00069,0.94802,0.95057,0.90867,0.00133,0.90607,0.91085,5.75159,0.12183,5.59391,5.92279
lr_mm_0-1000_10_opt-02,0.89774,0.00086,0.89655,0.89946,0.92064,0.0021,0.91744,0.92338,0.89774,0.00086,0.89655,0.89946,0.88864,0.00096,0.8874,0.89051,0.94733,0.00068,0.94635,0.94854,0.90469,0.00171,0.90307,0.90774,3.1714,0.19513,2.87543,3.60313
lr_mm_0-1000_15_opt-02,0.89709,0.00095,0.89571,0.89876,0.91782,0.00173,0.91586,0.92202,0.89709,0.00095,0.89571,0.89876,0.88764,0.00102,0.88626,0.8894,0.94749,0.0008,0.94647,0.94883,0.90434,0.00191,0.90131,0.90645,3.45385,0.15661,3.26487,3.7505
lr_mm_0-1000_22_opt-02,0.90202,0.00078,0.90082,0.90298,0.92844,0.00094,0.92687,0.92976,0.90202,0.00078,0.90082,0.90298,0.89361,0.00076,0.89249,0.89461,0.94942,0.00091,0.9478,0.95067,0.90341,0.00204,0.90004,0.9063,3.98718,0.30513,3.43782,4.40634
