Dataset,Precision,Recall,Accuracy,F1,Runtime,xbc__objective,xbc__use_label_encoder,xbc__base_score,xbc__booster,xbc__colsample_bylevel,xbc__colsample_bynode,xbc__colsample_bytree,xbc__enable_categorical,xbc__gamma,xbc__gpu_id,xbc__importance_type,xbc__interaction_constraints,xbc__learning_rate,xbc__max_delta_step,xbc__max_depth,xbc__min_child_weight,xbc__missing,xbc__monotone_constraints,xbc__n_estimators,xbc__n_jobs,xbc__num_parallel_tree,xbc__predictor,xbc__random_state,xbc__reg_alpha,xbc__reg_lambda,xbc__scale_pos_weight,xbc__subsample,xbc__tree_method,xbc__validate_parameters,xbc__verbosity
lr_valid_lb_mm_0-100,0.9352985625719143,0.9517652524001239,0.9352985625719143,0.9288338575165992,1035.0994865894318,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9338821647010246,0.9529091792132103,0.9338821647010246,0.9273452565508375,1043.5805158615112,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9352197854117809,0.9518930957683742,0.9352197854117809,0.9287529642961746,1073.1511437892914,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9361312928324831,0.9501900845682365,0.9361312928324831,0.9294489294489294,1074.690467596054,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,7,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.935434274719989,0.9520392968342068,0.935434274719989,0.9290681764567115,1068.8736889362335,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9356706888746663,0.9575971731448764,0.9356706888746663,0.9090547966367268,468.9733862876892,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9376356849454136,0.9558598282664191,0.9376356849454136,0.9116221420508621,490.49963569641113,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9361270277443832,0.9513872751777664,0.9361270277443832,0.9091555081828882,489.8087418079376,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.935472287275566,0.9525208712280211,0.935472287275566,0.9081126748037974,464.8868565559387,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9352884224991411,0.9546639359523367,0.9352884224991411,0.9082455052696838,464.1534147262573,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9356842910441936,0.9537582988996703,0.9356842910441936,0.9088616555324514,470.08756852149963,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.936855911560802,0.9547677831089579,0.936855911560802,0.910205169197975,467.88672947883606,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9364239444314368,0.9562087861056934,0.9364239444314368,0.9099988951497072,471.4636483192444,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9355055372455913,0.9561068702290076,0.9355055372455913,0.9086726681559798,473.63944816589355,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9380366565710182,0.9545538947172965,0.9380366565710182,0.9119858077392171,485.07695603370667,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9365490955668718,0.9544098452358755,0.9365490955668718,0.9097533881359698,468.97053146362305,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9353403182236935,0.9541920767189609,0.9353403182236935,0.9082530187216129,471.798926115036,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.937111631537861,0.9599832097383517,0.937111631537861,0.9108731247510731,470.30730748176575,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9363562550746362,0.9551870312572787,0.9363562550746362,0.9095949962294283,475.4607493877411,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9377039963768682,0.9570026844395075,0.9377039963768682,0.9120261120790419,483.3018033504486,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9392203088164119,0.9565581006365284,0.9392203088164119,0.913621336173423,476.2244248390198,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9378171201973365,0.9583799403430275,0.9378171201973365,0.9117027644150834,492.2305097579956,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9372620013733691,0.9557452335668228,0.9372620013733691,0.9111130765488877,480.8023455142975,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9343324906705188,0.9494603026955797,0.9343324906705188,0.9276984104442992,910.037428855896,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9349517397726101,0.9507151439978294,0.9349517397726101,0.9283247386100203,907.7468981742859,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9346335006532352,0.9504917841969465,0.9346335006532352,0.927979544486008,901.7653391361237,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9358552772793227,0.9526736205358874,0.9358552772793227,0.9293489053855974,886.6140871047974,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9336461529206521,0.9519271823933548,0.9336461529206521,0.9270357875239795,905.3091325759888,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9354210124213472,0.9509055414886831,0.9354210124213472,0.9289726861599177,886.5275647640228,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9342407135307916,0.9497176347299578,0.9342407135307916,0.9274796501435625,946.2789397239685,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9351557806196893,0.9512081874286599,0.9351557806196893,0.9286517013098622,906.4786047935486,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9356230182939927,0.9491637366693215,0.9356230182939927,0.928794099756691,904.5446903705597,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9335338862864756,0.9503795305857001,0.9335338862864756,0.9268006398909535,925.313627243042,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9338709538900196,0.9502968222558491,0.9338709538900196,0.9271302570314569,912.4409029483795,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9345326520973767,0.9485145826869377,0.9345326520973767,0.9277003319108583,911.0821886062622,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9347322348094748,0.9501530473865706,0.9347322348094748,0.9280476843748521,958.8717391490936,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9348468703811913,0.9479468012814289,0.9348468703811913,0.9279483037156704,917.1898713111877,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9336500627158543,0.9507685755217408,0.9336500627158543,0.9271036858747465,910.2358300685883,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9353220583561668,0.9530609878642653,0.9353220583561668,0.9290746741014242,939.230494260788,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9355936573417558,0.9542686474535511,0.9355936573417558,0.9292364639005875,940.015593290329,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9357201745044829,0.9556068422481673,0.9357201745044829,0.9294074374475388,950.4874677658081,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,4,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9375546533416614,0.9543549138332557,0.9375546533416614,0.9110918428600014,516.3819522857666,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",150,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9380434273582992,0.9572252185233402,0.9380434273582992,0.912083287185735,525.8485643863678,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9384432894757379,0.9561867632043071,0.9384432894757379,0.9126428634712501,507.29646730422974,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.935580044955045,0.9545835272219637,0.935580044955045,0.9086036983722733,500.1613302230835,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",150,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.937140984015984,0.9547696603071196,0.937140984015984,0.9106362204025475,498.6060712337494,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",150,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9378171201973365,0.9561428038777032,0.9378171201973365,0.9115144513807123,509.4580035209656,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",150,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9360565887478334,0.9567283059294797,0.9360565887478334,0.9093525179856116,506.53241181373596,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),125,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9388351030605872,0.9567303213786679,0.9388351030605872,0.912953621191582,508.222793340683,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",125,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.937212314125669,0.9547183817388883,0.937212314125669,0.9109340416113325,510.1362326145172,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9369879687280558,0.9565278101000698,0.9369879687280558,0.910544971200709,506.2973597049713,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9373633922438019,0.9525890118062657,0.9373633922438019,0.9108444444444445,507.00552010536194,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),125,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9351746319224344,0.9501324534089325,0.9351746319224344,0.9078152753108348,516.9897744655609,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",150,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9392959770114943,0.9553853296193129,0.9392959770114943,0.9137085137085137,520.5825853347778,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",150,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9380305867665418,0.9553036286762998,0.9380305867665418,0.9119375512829043,519.3143000602722,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9378277972027972,0.9530944625407166,0.9378277972027972,0.9113845195452421,514.0231034755707,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9354244406626177,0.9544081423990334,0.9354244406626177,0.9085117678287028,513.8300607204437,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.936300065557394,0.9563032249057657,0.936300065557394,0.9096744206635532,517.2833456993103,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.936441273360291,0.9550713190540352,0.936441273360291,0.9098997410530509,509.3790559768677,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9350544505135868,0.9571403648205943,0.9350544505135868,0.9288710800082773,974.004508972168,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),150,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9343096450192625,0.9493987587276959,0.9343096450192625,0.9276205455699681,979.5562553405762,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9354932891381073,0.9522157846803728,0.9354932891381073,0.9289940828402368,983.6741874217987,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.934484802157501,0.9493465001452221,0.934484802157501,0.9278239312680959,950.3896715641022,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9350124431476873,0.9499574105621805,0.9350124431476873,0.9283639975405572,983.8382227420807,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9362727413286606,0.9507433140550402,0.9362727413286606,0.9296076663978367,957.5762915611267,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9338919685445404,0.9487234290599619,0.9338919685445404,0.9269834640138211,976.0551953315735,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9349210982708588,0.9496673584576294,0.9349210982708588,0.9281543827722173,958.1804759502411,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9343282043351633,0.9507838203986839,0.9343282043351633,0.9278173336606924,976.2969920635223,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9353300922506056,0.9502230843840931,0.9353300922506056,0.9286330416978681,959.827134847641,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.935606353460643,0.9483489880894742,0.935606353460643,0.9289020411260338,961.2774729728699,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,"(1,0)",125,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9353482373172829,0.9526220825330307,0.9353482373172829,0.9288788414789872,957.4146709442139,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9357358697891628,0.9496857785708744,0.9357358697891628,0.9289820700123328,958.2897441387177,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9347011719421247,0.9533605558028371,0.9347011719421247,0.9283870116653788,967.7294933795929,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9358573270305114,0.9526457538121719,0.9358573270305114,0.9294592474266756,962.1232767105103,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,11,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9354788837640754,0.9539649885494702,0.9354788837640754,0.9290115290115291,986.1482446193695,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),125,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9358932527347976,0.9528360287858856,0.9358932527347976,0.9295487572423424,989.0620927810669,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9352116545193885,0.9524934179959733,0.9352116545193885,0.9287689592358731,976.8520197868347,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),125,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9370279043635683,0.9553741244143433,0.9370279043635683,0.9107794361525704,69.18370723724365,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_none,0.938746838999719,0.9559227367931115,0.938746838999719,0.9128000000000001,62.106932401657104,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_none,0.936651725053493,0.9559526572290554,0.936651725053493,0.9103606789250354,62.638412952423096,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_none,0.9362950937387802,0.9542030872233588,0.9362950937387802,0.9095663350100827,62.43726444244385,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_none,0.9369905368687342,0.9540588344814745,0.9369905368687342,0.9103910813031602,62.40380048751831,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_std,0.935343953317835,0.9519491446199869,0.935343953317835,0.907656653890721,63.57998204231262,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_std,0.9348277423081126,0.9553654454156593,0.9348277423081126,0.9077776059729187,63.52885603904724,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_std,0.936730201845174,0.9510190816658155,0.936730201845174,0.9099753448390752,62.871028661727905,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_std,0.9345595927736052,0.9516782272706112,0.9345595927736052,0.9070257559287441,63.331981897354126,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_std,0.9352970559770223,0.9527715980719318,0.9352970559770223,0.9084160056563336,62.57563591003418,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1,0.9365525424258037,0.9528249373782355,0.9365525424258037,0.9099809506933061,63.2933828830719,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1,0.9336789668472915,0.9492592592592592,0.9336789668472915,0.9061540161308143,63.352635622024536,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1,0.9366928494464138,0.9545833333333333,0.9366928494464138,0.9104919191027113,63.47815656661987,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1,0.9370229901203353,0.9524719258189274,0.9370229901203353,0.9101676425406862,63.706483125686646,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-1,0.9373955942734923,0.9568885160328113,0.9373955942734923,0.9110312389066383,62.45941185951233,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-10,0.9372706404110124,0.9525,0.9372706404110124,0.9110594486881434,63.18600845336914,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-10,0.9377714589257257,0.9540985134442425,0.9377714589257257,0.9113529634328192,63.52581858634949,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-10,0.9376629052145277,0.9547943933908846,0.9376629052145277,0.9115157960033674,63.51353931427002,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-10,0.9364382962777916,0.9523278505715083,0.9364382962777916,0.9096598095998936,64.07873487472534,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-10,0.9375400234283483,0.9513669332341455,0.9375400234283483,0.9109810119537877,62.954951763153076,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-100,0.9384797951408407,0.9564447757022406,0.9384797951408407,0.9124522264687585,63.61457324028015,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
fc_valid_lb_mm_0-100,0.9358590115825294,0.9531300907609961,0.9358590115825294,0.9088205924775324,65.07511949539185,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,None,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,exact,1,None
