Dataset,Precision,Recall,Accuracy,F1,Runtime,xbc__objective,xbc__use_label_encoder,xbc__base_score,xbc__booster,xbc__colsample_bylevel,xbc__colsample_bynode,xbc__colsample_bytree,xbc__enable_categorical,xbc__gamma,xbc__gpu_id,xbc__importance_type,xbc__interaction_constraints,xbc__learning_rate,xbc__max_delta_step,xbc__max_depth,xbc__min_child_weight,xbc__missing,xbc__monotone_constraints,xbc__n_estimators,xbc__n_jobs,xbc__num_parallel_tree,xbc__predictor,xbc__random_state,xbc__reg_alpha,xbc__reg_lambda,xbc__scale_pos_weight,xbc__subsample,xbc__tree_method,xbc__validate_parameters,xbc__verbosity
fc_valid_lb_std,0.9362413486024966,0.953554458212988,0.9362413486024966,0.9093493858148781,820.778308391571,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9375858623704258,0.9556489262371616,0.9375858623704258,0.9110329787707508,819.6468787193298,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9374648679033165,0.9545708694436679,0.9374648679033165,0.9109584472753952,832.6957809925079,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9370609721831975,0.954386781475448,0.9370609721831975,0.9104835486878912,844.9902577400208,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9361459699069739,0.9554255467335283,0.9361459699069739,0.9095811691899657,867.9168291091919,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.93555336986558,0.9533351887930235,0.93555336986558,0.9087371772196675,859.747492313385,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9373838924707683,0.9548069784706755,0.9373838924707683,0.9111962273341156,828.6674537658691,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9361256871564217,0.9553853296193129,0.9361256871564217,0.9096092644978784,817.4551672935486,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9372825018336168,0.9566589327146172,0.9372825018336168,0.9111842832202602,835.855612039566,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9361054291647799,0.9545179460918951,0.9361054291647799,0.9092682926829267,820.8409423828125,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9392780786217013,0.95581167467687,0.9392780786217013,0.9132615528656457,831.683779001236,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.938047706078073,0.9568506584477444,0.938047706078073,0.9117607796021893,835.4416627883911,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9384514497166143,0.9551410585218,0.9384514497166143,0.9122205397701967,822.7847113609314,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9350416344750623,0.9458413177709386,0.9350416344750623,0.9281366040817878,1507.318073272705,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9342836766083228,0.9492856173545547,0.9342836766083228,0.9275634104298082,1473.9192311763763,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9328006467926995,0.9499554038856788,0.9328006467926995,0.9261524211003885,1467.3914859294891,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.934347429790015,0.949482996100646,0.934347429790015,0.9276447342235195,1450.9621596336365,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9351162750726182,0.9536852300242131,0.9351162750726182,0.9287856779037521,1480.4988451004028,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9340610304465726,0.9471276843166136,0.9340610304465726,0.9271106051982546,1455.944450378418,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9344693356706453,0.950801601268638,0.9344693356706453,0.9280267280758051,1489.6616179943085,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9350680578814032,0.9494210965227003,0.9350680578814032,0.9283120478614975,1470.032788991928,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.933330470259824,0.9492826677006592,0.933330470259824,0.9265588040495789,1494.6568558216095,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9348093163913159,0.9519794863825324,0.9348093163913159,0.9281439393939395,1467.5267786979675,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.933290394606896,0.94987507505181,0.933290394606896,0.9266159049256524,1479.2642152309418,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9342640770697027,0.951084215834594,0.9342640770697027,0.9275877723970943,1480.261711359024,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9362963217482433,0.9532306500048435,0.9362963217482433,0.9299174053563666,1492.747151374817,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9344807152242806,0.94979241842238,0.9344807152242806,0.9277180349613908,1491.4341270923615,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9354547719482126,0.9482895629421455,0.9354547719482126,0.9286968405667808,1500.7426128387451,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9346001529117665,0.953503234052442,0.9346001529117665,0.9282381441646951,1528.4004487991333,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9357724903615803,0.9563585715943823,0.9357724903615803,0.9296701643536801,1504.7870392799377,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9352981117156143,0.9529580856931982,0.9352981117156143,0.9287499053532218,1475.7173914909363,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.936420697623583,0.9538475853726621,0.936420697623583,0.9096636791197089,547.6362521648407,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.936365907742278,0.9536399180785701,0.936365907742278,0.9095469578921667,553.4357197284698,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,3,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9365626804413303,0.9545051560823107,0.9365626804413303,0.9096204726860395,560.6007151603699,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9345270618355527,0.9522550111358574,0.9345270618355527,0.9072944297082228,551.2077281475067,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9365414050541967,0.9533342666480004,0.9365414050541967,0.9095523251931168,551.3646504878998,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.93727455848597,0.954306208952443,0.93727455848597,0.9107194452470384,555.3565709590912,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9361164017859931,0.9534397920341658,0.9361164017859931,0.9094088997121985,552.7269079685211,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9366774389958316,0.9558864458669636,0.9366774389958316,0.9104042412193506,575.1338200569153,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9366003684391295,0.952511373131557,0.9366003684391295,0.9099536575090358,557.5307536125183,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9357034677658594,0.9524830962928421,0.9357034677658594,0.9084278407827441,552.532425403595,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9384298359273772,0.9536005939123979,0.9384298359273772,0.9124489433493163,557.4121990203857,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9346502186133666,0.952212389380531,0.9346502186133666,0.907150622323786,552.261873960495,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9375487778228702,0.9534645632649262,0.9375487778228702,0.9110473776651327,558.8557684421539,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9376434045608504,0.9565217391304348,0.9376434045608504,0.9115739613537263,552.337628364563,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9361270277443832,0.9542687177580518,0.9361270277443832,0.9094049649002369,568.514500617981,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9365250386471167,0.9525362150076855,0.9365250386471167,0.9095963527187814,556.9911651611328,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,3,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9375097567829155,0.9567620286085826,0.9375097567829155,0.9114478486893042,554.1966216564178,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,3,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9375947014074386,0.9571081863156912,0.9375947014074386,0.9112399742273768,565.1522903442383,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,3,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9349890932824926,0.9500931026456668,0.9349890932824926,0.9282709217707702,1063.4359197616577,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9352272629652856,0.9494170959371006,0.9352272629652856,0.9285930752329722,1067.9636597633362,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9342300660102836,0.951257283338818,0.9342300660102836,0.9276787736917618,1061.9375035762787,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.935982965424276,0.9534545877157301,0.935982965424276,0.9295966158029914,1038.8908216953278,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9354420489572333,0.951575725879869,0.9354420489572333,0.9289138059807323,1043.4681725502014,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9346782847576941,0.9520413897339508,0.9346782847576941,0.9281308737827398,1034.3991816043854,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9347999759472903,0.9511570616646946,0.9347999759472903,0.9281658148779103,1054.6206657886505,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9346415898409643,0.9510204872754056,0.9346415898409643,0.9280587105987383,1065.7406361103058,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9356700535080863,0.9507212702100881,0.9356700535080863,0.9291323682467595,1064.619248867035,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9336283566058002,0.9517298890698938,0.9336283566058002,0.9270453558002908,1061.4024188518524,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9352618736682934,0.9513204991777111,0.9352618736682934,0.9288298244122675,1060.0782690048218,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9335319419284493,0.9499399899337954,0.9335319419284493,0.9268836295638706,1057.3622007369995,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9353992951087424,0.9506100991289841,0.9353992951087424,0.9287819486168631,1098.8830938339233,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9343214331743781,0.9512440896054569,0.9343214331743781,0.9277641277641279,1052.3553025722504,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,15,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9358214731048716,0.947128443927047,0.9358214731048716,0.9289867070118847,1053.2648830413818,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,20,1,nan,"(1,0)",50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9355748074807481,0.952664558558209,0.9355748074807481,0.9290890171223157,1063.3403663635254,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9355963350021038,0.9540864778960017,0.9355963350021038,0.9292159009400128,1074.8468568325043,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),50,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1000,0.9342681029220863,0.9524778966961377,0.9342681029220863,0.9277970839314044,1070.0332565307617,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9372959462625947,0.9589392244593586,0.9372959462625947,0.9111239039943317,551.3985457420349,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9355689407652457,0.9551500443365847,0.9355689407652457,0.9083686558221078,548.9479792118073,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_none,0.9359050445103858,0.9530135645364285,0.9359050445103858,0.9087878383784503,554.3399493694305,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9359470595579973,0.9559035360810372,0.9359470595579973,0.9092998585572845,546.4296679496765,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.9349312929419114,0.9497904052165813,0.9349312929419114,0.9072990589753288,543.1937627792358,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_std,0.935038387116909,0.9554767349605637,0.935038387116909,0.9077124298920393,555.9178333282471,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,6,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9379204845230477,0.9560741568846656,0.9379204845230477,0.9116752170919672,554.3397409915924,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9375058544353202,0.9538575805403398,0.9375058544353202,0.9112397170668971,549.6341726779938,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1,0.9378199525533775,0.952836764090888,0.9378199525533775,0.9114587963374523,553.89089179039,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9378266635462985,0.9549323287288963,0.9378266635462985,0.911540766720682,555.4082362651825,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.9379147733483237,0.9568214635055196,0.9379147733483237,0.9117620949844651,557.8931276798248,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-10,0.937680593518157,0.9559233773479635,0.937680593518157,0.9115495455553092,551.1362090110779,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9382505895397686,0.955197630287883,0.9382505895397686,0.912580145920849,546.779198884964,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9385626629611703,0.9557094390481945,0.9385626629611703,0.9126778066262786,550.2952620983124,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-100,0.9377818698210078,0.9545707656612529,0.9377818698210078,0.9116532606527953,550.8840065002441,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9390837598302334,0.9581564584596726,0.9390837598302334,0.9132135870531745,567.542219877243,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9354476214258959,0.9529296965754379,0.9354476214258959,0.9083982990786676,556.3872971534729,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
fc_valid_lb_mm_0-1000,0.9367078728850596,0.9565863397873428,0.9367078728850596,0.9104045604189223,551.3932189941406,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,5,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9348789664473345,0.9514094739901191,0.9348789664473345,0.9283425492698142,1051.717269897461,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9335790821368116,0.9470201245900367,0.9335790821368116,0.9266102081118031,1053.853223323822,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_none,0.9349224756259932,0.9515438140833059,0.9349224756259932,0.9283674665758967,1065.3259055614471,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9353183369291467,0.9516901654286989,0.9353183369291467,0.9287870614844468,1042.360990524292,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9355725217062718,0.9511737270915178,0.9355725217062718,0.9290939679779211,1053.9370563030243,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_std,0.9365549573684346,0.9552675990766425,0.9365549573684346,0.9302127900716857,1031.5400779247284,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,9,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9346113873929587,0.9483949850560882,0.9346113873929587,0.9277340598213523,1046.6161062717438,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9331443542498818,0.9508460450061055,0.9331443542498818,0.9265040558278328,1047.7600688934326,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-1,0.9332743803497686,0.9477912424019513,0.9332743803497686,0.92646697068897,1044.369113445282,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9349158194178262,0.9519363292244977,0.9349158194178262,0.9283206027392074,1048.2676434516907,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,"(1,0)",75,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.9349522983521249,0.9539508110936682,0.9349522983521249,0.9285491949404341,1044.5875566005707,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,9,1,nan,(),100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-10,0.935496340583445,0.9522046709952515,0.935496340583445,0.9290043208184027,1043.7341442108154,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,10,1,nan,"(1,0)",100,8,1,auto,42,0,1,1,1,auto,1,None
lr_valid_lb_mm_0-100,0.9347939981620015,0.9530060993319779,0.9347939981620015,0.9283962726826874,1052.4456806182861,binary:logistic,True,0.5,gbtree,1,1,1,False,0,-1,gain,,0.300000012,0,12,1,nan,(),75,8,1,auto,42,0,1,1,1,auto,1,None
