Dataset,Precision,Recall,Accuracy,F1,Runtime,dtc__ccp_alpha,dtc__class_weight,dtc__criterion,dtc__max_depth,dtc__max_features,dtc__max_leaf_nodes,dtc__min_impurity_decrease,dtc__min_samples_leaf,dtc__min_samples_split,dtc__min_weight_fraction_leaf,dtc__random_state,dtc__splitter
lr_valid_lb_mm_0-10,0.91791108896259,0.9226015189088654,0.91791108896259,0.9088323981831367,49.60875725746155,0.0,None,gini,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9175345432047844,0.9234774162214667,0.9175345432047844,0.9083109612206097,50.03583645820618,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9205859874799275,0.9264634642587246,0.9205859874799275,0.9118163094057519,48.858837366104126,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9222165909305662,0.9394321155150693,0.9222165909305662,0.9145714420491533,54.96032691001892,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9212342601744811,0.9568441692065772,0.9212342601744811,0.9149433822164469,54.512362480163574,0.0,None,gini,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9234544345030898,0.9384149419485108,0.9234544345030898,0.9156421088525585,54.29797649383545,0.0,None,gini,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9231238664981993,0.9390097320770812,0.9231238664981993,0.915475920465714,54.30618333816528,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9219617414021277,0.939228664039906,0.9219617414021277,0.9142177005696149,54.68885254859924,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9311793770139635,0.9548716158560235,0.9311793770139635,0.9247861160936487,57.76713514328003,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9287254421908959,0.950595526290307,0.9287254421908959,0.9220682853519937,55.376126766204834,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9300934033858728,0.9537447063601029,0.9300934033858728,0.9237439715315823,56.17780137062073,0.0,None,gini,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9308531208910202,0.9516942902612273,0.9308531208910202,0.9241801733886166,55.587865114212036,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9291241872729303,0.9518659469535163,0.9291241872729303,0.92236918850778,57.07759761810303,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
fc_valid_lb_none,0.9330094964388355,0.9392978693645392,0.9330094964388355,0.9037974115694323,6.467449903488159,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_none,0.9309838702122012,0.9400400353801034,0.9309838702122012,0.9013524974333794,5.638263940811157,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_none,0.9314031528016232,0.9412393659058156,0.9314031528016232,0.9020918265053799,6.886543273925781,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_none,0.9311190230800462,0.9442841184137032,0.9311190230800462,0.9019450928087139,5.486229419708252,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_none,0.9331085405641674,0.9431728492501973,0.9331085405641674,0.9045975731938104,5.70527982711792,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_std,0.9296577353069765,0.9412915851272016,0.9296577353069765,0.8996860317531007,5.165158271789551,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,random
fc_valid_lb_std,0.9281087577455556,0.9404817260299452,0.9281087577455556,0.8977761995650051,5.2171711921691895,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,best
fc_valid_lb_std,0.9296834741329503,0.9546487363783909,0.9296834741329503,0.9014164678065547,5.171157360076904,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,random
fc_valid_lb_std,0.929097835930425,0.9379361682329953,0.929097835930425,0.8987762198791824,5.232173204421997,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_std,0.9271061012926997,0.9365064609091754,0.9271061012926997,0.8961636828644501,5.2761828899383545,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1,0.9274672079950032,0.9325570563577085,0.9274672079950032,0.8960594329700822,5.248176574707031,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1,0.9279916331054291,0.9360400444938821,0.9279916331054291,0.8975002777469171,5.245175123214722,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1,0.9299018000718156,0.9386185682326622,0.9299018000718156,0.8997051465332381,5.415213584899902,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1,0.9261711430356028,0.9318584070796461,0.9261711430356028,0.8943274775378838,5.270182371139526,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1,0.9263289360705643,0.9321340584762702,0.9263289360705643,0.8947239263803681,5.324192523956299,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-10,0.92655825712413,0.9417669749500395,0.92655825712413,0.89596321351196,5.113146543502808,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-10,0.9299133286483954,0.9395901257568701,0.9299133286483954,0.8998973992951778,5.201167106628418,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-10,0.9255546707886396,0.938167404989508,0.9255546707886396,0.8940585699684486,5.093140602111816,0.0,None,entropy,15,auto,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-10,0.9269004934724218,0.9341437287504075,0.9269004934724218,0.8955017301038063,5.407212495803833,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-10,0.9310565501740365,0.9371516164994426,0.9310565501740365,0.9013335716040833,5.129149913787842,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-100,0.9291113540527878,0.9373514193819046,0.9291113540527878,0.8985856960922313,5.941332817077637,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-100,0.9292940331595216,0.9365889889518151,0.9292940331595216,0.8990887012321473,5.755290746688843,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-100,0.9316081907853665,0.945355699084615,0.9316081907853665,0.9027777777777778,5.572250127792358,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-100,0.9282948761982077,0.9317147897131186,0.9282948761982077,0.8973287135352632,5.533240795135498,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-100,0.9296953046953047,0.9389018147975803,0.9296953046953047,0.8995942752686255,5.456223487854004,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1000,0.9353745745245605,0.9541732576532986,0.9353745745245605,0.9083420067763581,5.48723030090332,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1000,0.9339030181840905,0.9442177501622925,0.9339030181840905,0.90588784838846,5.842308759689331,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1000,0.9336987242547743,0.9423354604313195,0.9336987242547743,0.905028182875548,5.675271511077881,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1000,0.9356667603785962,0.953185955786736,0.9356667603785962,0.9088051010693647,5.641268968582153,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
fc_valid_lb_mm_0-1000,0.9337133041848844,0.9513740102468561,0.9337133041848844,0.9058695700379183,5.665270805358887,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,random
lr_valid_lb_none,0.921798648265675,0.9405670242844417,0.921798648265675,0.9142916305861978,12.65183687210083,0.0,None,entropy,25,auto,None,0.0,1,2,0.0,42,best
lr_valid_lb_none,0.923493091277577,0.953705139136501,0.923493091277577,0.9170012763301315,13.295990705490112,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_none,0.9239630346013324,0.9543171814709247,0.9239630346013324,0.9175514313146095,13.065929889678955,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_none,0.9232447288186542,0.9371365433821819,0.9232447288186542,0.9153909511772557,14.005140542984009,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_none,0.9230021839693212,0.9565858389912706,0.9230021839693212,0.9167588469868656,13.229967832565308,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_std,0.9208465026796757,0.9348024109928872,0.9208465026796757,0.9127949887398044,12.525809288024902,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_std,0.9216722069042527,0.9400674967997207,0.9216722069042527,0.9140163122907925,12.790868520736694,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_std,0.9224468770122344,0.9318234610917537,0.9224468770122344,0.914223855510925,12.693846464157104,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_std,0.9206196544499021,0.9346292491957052,0.9206196544499021,0.9125399738868809,12.181731700897217,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_std,0.9225514290133535,0.9366261192442321,0.9225514290133535,0.9148729185753278,12.70189905166626,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1,0.9184753656063652,0.9269605081683794,0.9184753656063652,0.9095743666965289,12.32725977897644,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1,0.9195670846933517,0.9267218806369649,0.9195670846933517,0.9107527496616535,12.136733055114746,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1,0.9189170617742046,0.9280396062580982,0.9189170617742046,0.9104500265614328,12.275752544403076,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1,0.9199927836291473,0.9257443964431702,0.9199927836291473,0.911207512990418,11.976686477661133,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1,0.9227732289681927,0.93343929291363,0.9227732289681927,0.9145602673908502,12.356770992279053,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9213727343011768,0.9306878921682548,0.9213727343011768,0.9130496736869104,12.470796585083008,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9225086545317104,0.9342959589107471,0.9225086545317104,0.9144369303146133,12.32677149772644,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9192564723668162,0.9277646236851298,0.9192564723668162,0.9104830108182235,12.35277509689331,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9218649379641952,0.9305265195509098,0.9218649379641952,0.9135326200566314,12.473797082901001,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-10,0.9198533263488737,0.9271164739660123,0.9198533263488737,0.9110422723156841,12.419785499572754,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9208788188509736,0.9571667119723506,0.9208788188509736,0.9145486252829209,13.448015689849854,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.922937497852455,0.9425719546467681,0.922937497852455,0.9155551371958394,13.387346744537354,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9237134640971716,0.9424310331504521,0.9237134640971716,0.9165187168287069,13.237968683242798,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9205526028832202,0.961215668792278,0.9205526028832202,0.9146693471785461,13.127944469451904,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-100,0.9213847012841988,0.9390612878200155,0.9213847012841988,0.9136506019549384,13.413007974624634,0.0,None,entropy,25,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9308929476115648,0.9506014745828483,0.9308929476115648,0.92410124863254,13.39722728729248,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9298770013055727,0.9521940087799029,0.9298770013055727,0.9234419250173483,13.352969646453857,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9314191016735216,0.9528378535226525,0.9314191016735216,0.9250039906477996,13.35924768447876,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.929127572087114,0.9514856081708449,0.929127572087114,0.9225748368219672,13.59528660774231,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
lr_valid_lb_mm_0-1000,0.9308247422680412,0.9530702009339457,0.9308247422680412,0.9243417961776258,13.52420449256897,0.0,None,entropy,15,None,None,0.0,1,2,0.0,42,best
