Dataset,Precision,Recall,Accuracy,F1,ROC_AUC,P_R_AUC,Runtime(seconds)
fc_none,0.931352650971086,0.9428279260016733,0.931352650971086,0.9022128322028244,0.9704824787341708,0.9296298742997063,24.21930480003357
fc_none,0.9307788356485095,0.9416112686532472,0.9307788356485095,0.9013238402491934,0.9705980114189519,0.9294254476763861,24.194305419921875
fc_none,0.9311384259765412,0.941471339057786,0.9311384259765412,0.9019721190830869,0.9709236420598499,0.9296765233366706,24.87022590637207
fc_none,0.9311771871193428,0.9402103108133258,0.9311771871193428,0.9016755538698378,0.9706956213613158,0.9305916875322919,24.172117710113525
fc_none,0.9313263171044003,0.9419291796566004,0.9313263171044003,0.9020140807414668,0.9703975497258233,0.9283827654327954,24.59420108795166
fc_none,0.9303178293364123,0.942807787478407,0.9303178293364123,0.9004325143799884,0.9699389732225626,0.9279952834763521,23.923072814941406
fc_none,0.9322547396695505,0.9437930392704262,0.9322547396695505,0.9033982095933728,0.9713892205259884,0.9317834680100422,24.126663208007812
fc_none,0.93194093222191,0.9409992584352985,0.93194093222191,0.90303785082062,0.9709121001468066,0.9322006039226763,24.419350624084473
fc_none,0.9322864635364635,0.9399720800372267,0.9322864635364635,0.9030354508471546,0.97196616056005,0.9348072175017316,24.721452713012695
fc_none,0.930794334879218,0.9399133634542829,0.930794334879218,0.9010493413708417,0.9702532106594902,0.9293198451888376,25.37632727622986
fc_std,0.9284911842721173,0.9341879150991593,0.9284911842721173,0.8977260047756132,0.9683217034358623,0.9190317023955605,24.54692769050598
fc_std,0.9253668435841399,0.930099064901398,0.9253668435841399,0.8936728566662959,0.9670935272701283,0.9177959833731222,24.093909740447998
fc_std,0.9286416938619365,0.9341743866672874,0.9286416938619365,0.8977720114531138,0.9684571180595839,0.9204736442572604,28.160837411880493
fc_std,0.9299149301490673,0.9336398253924028,0.9299149301490673,0.8995525727069351,0.968238182822354,0.9191279696876732,24.25083041191101
fc_std,0.9291279569053009,0.9348826400185917,0.9291279569053009,0.8986083499005966,0.9689557102834385,0.9218329666000292,24.797617435455322
fc_std,0.9270807298175456,0.9304715840386941,0.9270807298175456,0.8955284006982679,0.9667119361146107,0.9149155547904748,24.21899724006653
fc_std,0.9273667114345504,0.9310441094360692,0.9273667114345504,0.8958832352085244,0.96831390492476,0.9203103188343692,25.36167287826538
fc_std,0.9277930431524386,0.9333457283629265,0.9277930431524386,0.8967288154516021,0.9688710534971944,0.9225395786459124,23.636010885238647
fc_std,0.9281266095425388,0.9328413626659241,0.9281266095425388,0.8972167042385555,0.9678252225813515,0.9191228180540456,24.75284767150879
fc_std,0.9258553648671861,0.9323611111111111,0.9258553648671861,0.8945498156620619,0.9667300945671972,0.916415406988262,24.22147512435913
fc_mm_0-1,0.9281532480914243,0.9292039522744221,0.9281532480914243,0.8965284647899991,0.9678632151215797,0.9195262073975117,25.111292123794556
fc_mm_0-1,0.9281833510272903,0.9314864739239564,0.9281833510272903,0.8970456580125336,0.9682506565948441,0.9195602593653713,24.78826355934143
fc_mm_0-1,0.9262318116530319,0.9289299990703728,0.9262318116530319,0.894283476898982,0.9678240553231042,0.9186197435842864,24.282172441482544
fc_mm_0-1,0.9269602410202775,0.9298400595127394,0.9269602410202775,0.8952704971237998,0.9676457972761826,0.9175185602591258,24.588400840759277
fc_mm_0-1,0.9288724480239745,0.9357384965408367,0.9288724480239745,0.89842409112186,0.9685629997284242,0.919834038280126,24.15903067588806
fc_mm_0-1,0.9258617459722742,0.9291316526610645,0.9258617459722742,0.8934078513231433,0.966945509635821,0.916105437330198,24.03927516937256
fc_mm_0-1,0.9271174799413069,0.9307100482017056,0.9271174799413069,0.8958533157859517,0.9681993382242812,0.9184381893181305,24.483412265777588
fc_mm_0-1,0.9271898465429227,0.930029695619896,0.9271898465429227,0.8957811941365749,0.9684196543495867,0.92182102411177,24.2669677734375
fc_mm_0-1,0.9264572730962565,0.9306148987553409,0.9264572730962565,0.894813227052493,0.9671264767626419,0.916196686548477,24.93735122680664
fc_mm_0-1,0.9264322611857608,0.9282763102920013,0.9264322611857608,0.8945555406433141,0.9666755825808759,0.9165325731351859,27.28433084487915
fc_mm_0-10,0.9267428428709688,0.9301538746755654,0.9267428428709688,0.89531797193906,0.9681220024477604,0.9201211115424532,24.425788640975952
fc_mm_0-10,0.9279147089583691,0.9323178684553755,0.9279147089583691,0.8965687152839993,0.968294952461396,0.9197940159086015,24.69278860092163
fc_mm_0-10,0.9296363948605061,0.9329715186937564,0.9296363948605061,0.899246641182125,0.9680994438412945,0.9195142352875001,23.703967332839966
fc_mm_0-10,0.928156431561192,0.9337551172311128,0.928156431561192,0.89719291972108,0.9675699164237939,0.917981645670827,24.78689455986023
fc_mm_0-10,0.9293941380279053,0.9341428372804375,0.9293941380279053,0.8990989383531091,0.9688785858359417,0.9212591517221485,24.06157612800598
fc_mm_0-10,0.9265676954057978,0.9312874320999118,0.9265676954057978,0.8950515371915576,0.9660416345558301,0.9167647865872227,24.401034355163574
fc_mm_0-10,0.9278300635232789,0.927077023437864,0.9278300635232789,0.895893371757925,0.9678206460667355,0.9182369454590578,24.77651071548462
fc_mm_0-10,0.9264347717479547,0.9292553685971925,0.9264347717479547,0.8945766959011993,0.9671096696515542,0.9169091509491616,24.848692417144775
fc_mm_0-10,0.92685667904973,0.9288473172320723,0.92685667904973,0.8949468681343317,0.9677113571100113,0.9179169070140347,24.497764110565186
fc_mm_0-10,0.9283004137715669,0.9318150127817801,0.9283004137715669,0.8972431077694236,0.9676147427259313,0.9182849251048142,24.596025943756104
fc_mm_0-100,0.9312332104704192,0.940035355414961,0.9312332104704192,0.9017560300778723,0.9698155301688212,0.9217343185371428,23.906845092773438
fc_mm_0-100,0.9303701622094204,0.9383523517951573,0.9303701622094204,0.9007079567211363,0.969352439656053,0.9255755242831316,25.053770303726196
fc_mm_0-100,0.9300324776716008,0.9421903386593375,0.9300324776716008,0.9002737409031224,0.9688851376167634,0.923485833508607,24.487991094589233
