Dataset,Precision,Recall,Accuracy,F1,Runtime,mlp__activation,mlp__alpha,mlp__batch_size,mlp__beta_1,mlp__beta_2,mlp__early_stopping,mlp__epsilon,mlp__hidden_layer_sizes,mlp__learning_rate,mlp__learning_rate_init,mlp__max_fun,mlp__max_iter,mlp__momentum,mlp__n_iter_no_change,mlp__nesterovs_momentum,mlp__power_t,mlp__random_state,mlp__shuffle,mlp__solver,mlp__tol,mlp__validation_fraction,mlp__verbose,mlp__warm_start
fc_valid_lb_mm_0-1,0.9314221472737493,0.9542553687054549,0.9314221472737493,0.9031788721837662,701.5705831050873,relu,0.0001,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9334530688739653,0.9535729268633758,0.9334530688739653,0.9056779192030991,766.640798330307,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9307987639292069,0.9397506604254531,0.9307987639292069,0.9014403841024273,704.7157876491547,relu,0.0001,auto,0.2,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.933225086259387,0.9456860103145472,0.933225086259387,0.9049238635100589,746.3649144172668,relu,0.01,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9345278042233078,0.9509142511515377,0.9345278042233078,0.9069246300281778,763.3788404464722,relu,0.001,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9325161995471933,0.9533813618405763,0.9325161995471933,0.9046883958893839,662.3146479129791,relu,0.01,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9333697433096668,0.9512456344586728,0.9333697433096668,0.9053760581482958,709.5095391273499,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9329669128554252,0.9562403984916903,0.9329669128554252,0.9053884297520662,761.2190091609955,tanh,0.0001,auto,0.2,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9323562922382982,0.9454655156409543,0.9323562922382982,0.903851273404916,793.8415613174438,relu,0.001,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9326391707515065,0.9514675831320825,0.9326391707515065,0.9047230011702622,835.0756244659424,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9321277558471548,0.9539661048601709,0.9321277558471548,0.9037951167728238,706.1622564792633,relu,0.0001,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9344863649844685,0.946525060555245,0.9344863649844685,0.906394272587372,1013.989586353302,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9342261347318475,0.955889863955054,0.9342261347318475,0.9071560764959902,962.0592093467712,relu,0.0001,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9337162299252415,0.9534266970641604,0.9337162299252415,0.9061042205566978,1041.9617190361023,relu,0.0001,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9346233737837543,0.9590906977825299,0.9346233737837543,0.9078947368421053,990.1851615905762,relu,1e-05,auto,0.2,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9215767100347804,0.9657570064496136,0.9215767100347804,0.9161108967645923,4915.235511302948,tanh,1e-05,auto,0.2,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9228060834542753,0.9524649251995969,0.9228060834542753,0.9162185085421889,5072.385516881943,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9225136283641671,0.9609161547852035,0.9225136283641671,0.9165850322532947,5023.528359651566,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9176821408315143,0.9270457805171144,0.9176821408315143,0.9089786105911307,4946.618610620499,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9117634428918643,0.9500842582369691,0.9117634428918643,0.9051986638861721,1937.2135314941406,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9108495183143578,0.9562046627099577,0.9108495183143578,0.9047282603708836,2169.96431517601,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9098191746947607,0.9510131200993711,0.9098191746947607,0.903200833156687,2125.584535598755,relu,0.0001,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9102448492343631,0.9430799674077524,0.9102448492343631,0.9029394009751568,1902.749568939209,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9089651617337514,0.9470842123599202,0.9089651617337514,0.9023067986944737,1423.6325054168701,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9096685557272883,0.9522555153111624,0.9096685557272883,0.9033514625900338,1601.007740497589,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9081955378321702,0.951636645361224,0.9081955378321702,0.9019532253919301,1498.835215330124,relu,1e-05,auto,0.2,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9095509769216229,0.9476712647241166,0.9095509769216229,0.902848916082948,1571.0331692695618,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9091057399218649,0.9548393341076268,0.9091057399218649,0.9030941047235443,1791.4960222244263,relu,0.0001,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9088090821654301,0.9531344036964414,0.9088090821654301,0.9024069700116718,1804.5433266162872,relu,1e-05,auto,0.2,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9082544373614667,0.9484647849150114,0.9082544373614667,0.9017236777928088,1850.2378203868866,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9104732777209817,0.9541746594586216,0.9104732777209817,0.9043146112809777,1903.4553861618042,relu,0.0001,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9167939717468545,0.9299661344944364,0.9167939717468545,0.90837090173618,5205.349242925644,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9162309059529636,0.9340264980310761,0.9162309059529636,0.9080108621860149,4948.088219165802,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.918219924069334,0.9470006387797372,0.918219924069334,0.9113228459396276,5063.59000992775,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9201766216808267,0.9671172392424183,0.9201766216808267,0.9148866009599531,4959.906113147736,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1000,0.913131278411288,0.913589106990457,0.913131278411288,0.9030878814314884,2969.0259442329407,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9343586540713561,0.9552870090634441,0.9343586540713561,0.9072169499006842,1461.5770931243896,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9328212573962188,0.9588551813711848,0.9328212573962188,0.9057289955088181,1617.4893057346344,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9310118675827608,0.9354913833255706,0.9310118675827608,0.9009150444065669,1475.9634079933167,tanh,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9314242887924304,0.9524983716385969,0.9314242887924304,0.903127619215669,1265.5250236988068,tanh,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9331564158601311,0.9504675493009906,0.9331564158601311,0.9055705023596348,1259.5866782665253,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9324119622081674,0.948067070330694,0.9324119622081674,0.9039033704871442,1267.480535030365,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9333749902366633,0.9484992542878449,0.9333749902366633,0.9051526675117308,1230.2309188842773,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9334655072825765,0.9502598366740905,0.9334655072825765,0.9057538366281898,1240.6467957496643,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9331865592405222,0.9478147423352903,0.9331865592405222,0.9048328625758957,1267.772854566574,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9331668097728515,0.9430112025287036,0.9331668097728515,0.9045591349905251,1267.0929539203644,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9335934451814281,0.954245939675174,0.9335934451814281,0.9062424255778596,1277.7200531959534,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9328826578405046,0.9519847541136004,0.9328826578405046,0.9050175647908796,1295.0188744068146,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,lbfgs,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9351182577472484,0.9548645005345605,0.9351182577472484,0.908134394341291,1429.0839803218842,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9335737479705258,0.9575630252100841,0.9335737479705258,0.9060229255471873,1419.2339317798615,tanh,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9316744977443374,0.9451366933234145,0.9316744977443374,0.9028046099527015,1469.29864859581,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9323370498766358,0.9428877304040216,0.9323370498766358,0.9033826119918834,1438.0275597572327,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9344651475158917,0.9516361104664656,0.9344651475158917,0.9071722490155304,1452.2232258319855,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.934476136949089,0.9629940343027591,0.934476136949089,0.9078007952373629,1419.182591676712,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9226890900657929,0.9449801144630905,0.9226890900657929,0.9154192390456591,3087.090409755707,tanh,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9227788612717259,0.9654991753177452,0.9227788612717259,0.9171628172752575,3113.558604478836,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9232990683123045,0.9684349309756476,0.9232990683123045,0.9179930159897077,3222.268897294998,tanh,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9090760748209348,0.9454256720117747,0.9090760748209348,0.9021742143536955,2479.038029193878,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9102192978688679,0.9534427883868964,0.9102192978688679,0.9038542912335572,2457.858399629593,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9096041799150955,0.9494575027658625,0.9096041799150955,0.9029191623674472,2395.748214483261,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9082611386138614,0.9536539468834268,0.9082611386138614,0.9020644095788605,2226.029661655426,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9084417481568048,0.9487903459745886,0.9084417481568048,0.9020473077948462,2328.834949016571,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9120901762488947,0.9509411332288704,0.9120901762488947,0.9056690679293254,2313.8700983524323,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9102136583185795,0.9482226407035663,0.9102136583185795,0.9033857080763149,2398.3434793949127,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9089652329964537,0.9482144929779085,0.9089652329964537,0.9024080415331934,2369.027166366577,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9085149126873744,0.951964220023621,0.9085149126873744,0.9022313564298298,2398.435836791992,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9199316374379498,0.9473816717019133,0.9199316374379498,0.913000065322272,3145.7811875343323,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9190464322851766,0.9638495832525683,0.9190464322851766,0.9134747864425461,3109.983585834503,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9183484030666621,0.936016751977664,0.9183484030666621,0.910421302757138,3142.2560563087463,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9351976253710358,0.9525453781904717,0.9351976253710358,0.9077730345072927,1940.1167340278625,tanh,1e-05,auto,0.5,0.2,False,1e-07,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9333676798900911,0.950503355704698,0.9333676798900911,0.9052734375,2097.965003490448,tanh,1e-05,auto,0.9,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_none,0.9324900445069103,0.9470889613414066,0.9324900445069103,0.9039141161565648,2242.56031870842,tanh,1e-05,auto,0.5,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9325712857990568,0.952057345000931,0.9325712857990568,0.9045239464025118,1581.1395313739777,tanh,1e-05,auto,0.9,0.2,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9328827633571105,0.9432367149758454,0.9328827633571105,0.9042572141075881,1650.685025215149,tanh,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_std,0.9346397064563978,0.9463630025563561,0.9346397064563978,0.9067872094058964,1605.610426902771,relu,1e-05,auto,0.5,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9326890047778159,0.947427188982972,0.9326890047778159,0.9042829547725305,1515.452508687973,relu,1e-05,auto,0.9,0.5,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9329982203627962,0.9493312279398105,0.9329982203627962,0.904989595785186,1452.3151659965515,relu,1e-05,auto,0.5,0.5,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1,0.9311416523504608,0.9525474292639724,0.9311416523504608,0.9026259413856313,1498.0604922771454,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9336456625283048,0.9570949408366719,0.9336456625283048,0.9062837733518605,1290.6719090938568,relu,1e-05,auto,0.9,0.999,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9328224258221605,0.9476425183669673,0.9328224258221605,0.9044913900230782,1338.8487343788147,relu,1e-05,auto,0.9,0.2,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-10,0.9306119263190759,0.9435237478011296,0.9306119263190759,0.9016788692516977,1291.7797899246216,relu,1e-05,auto,0.5,0.999,False,1e-07,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9345785635083007,0.9571902603168668,0.9345785635083007,0.9072224313968683,1493.8595366477966,tanh,1e-05,auto,0.9,0.2,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9320764140342115,0.9536731564518377,0.9320764140342115,0.9041409691629956,1483.603939294815,tanh,1e-05,auto,0.5,0.999,False,1e-07,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-100,0.9326660316369713,0.95056805008115,0.9326660316369713,0.904833370116972,1575.5055034160614,tanh,1e-05,auto,0.9,0.2,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9330845732307068,0.9570227198810575,0.9330845732307068,0.9057649179895343,2081.4439787864685,relu,1e-05,auto,0.5,0.999,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9337736968674849,0.9555483150251349,0.9337736968674849,0.9063776242301154,2092.5418176651,relu,1e-05,auto,0.5,0.999,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
fc_valid_lb_mm_0-1000,0.9328336066213789,0.9628318584070796,0.9328336066213789,0.9057728119180632,2039.030333518982,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9218265389406761,0.9661679602067084,0.9218265389406761,0.9164746596656784,8042.9108073711395,tanh,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9214702420331818,0.9423565212335007,0.9214702420331818,0.9140799789430145,8264.569436073303,tanh,1e-05,auto,0.9,0.999,False,1e-07,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_none,0.9236529774479999,0.9616339514314531,0.9236529774479999,0.9177202302722914,8003.00875711441,tanh,1e-05,auto,0.5,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9106710198470659,0.9546441308730036,0.9106710198470659,0.9045279657670728,3632.296037197113,relu,1e-05,auto,0.9,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9084458037302086,0.9445639326474065,0.9084458037302086,0.9014636672121902,3926.39128947258,relu,1e-05,auto,0.9,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_std,0.9089596617568706,0.956503173463248,0.9089596617568706,0.9029444637851111,3846.989576101303,relu,1e-05,auto,0.5,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9077839991755694,0.9484504092160894,0.9077839991755694,0.9010741989571243,2743.7241055965424,relu,1e-05,auto,0.9,0.999,False,1e-07,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9083198707592892,0.95118920493156,0.9083198707592892,0.9018048614370783,2979.2602117061615,relu,1e-05,auto,0.9,0.999,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-1,0.9096411401098901,0.9513243494423792,0.9096411401098901,0.9032566433502154,2791.6890366077423,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9091409123723745,0.9521208599651365,0.9091409123723745,0.9029094115054,3573.747702598572,relu,1e-05,auto,0.9,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9086837286474497,0.947940902745463,0.9086837286474497,0.9020146858049518,3324.62740278244,relu,1e-05,auto,0.9,0.999,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-10,0.9088157917361624,0.950028117667591,0.9088157917361624,0.9023298646284188,4128.328104019165,relu,1e-05,auto,0.5,0.999,False,1e-08,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9202489270386266,0.95412240475223,0.9202489270386266,0.9139012704914236,8338.74177145958,tanh,1e-05,auto,0.9,0.999,False,1e-09,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
lr_valid_lb_mm_0-100,0.9198258240720064,0.9659849466942708,0.9198258240720064,0.9145029079085955,8772.949394226074,tanh,1e-05,auto,0.9,0.999,False,1e-05,"(100,)",constant,0.001,15000,200,0.9,10,True,0.5,42,True,adam,0.0001,0.1,False,False
