Dataset,Precision_mean,Precision_std,Precision_min,Precision_max,Recall_mean,Recall_std,Recall_min,Recall_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,F1_mean,F1_std,F1_min,F1_max,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_min,ROC_AUC_max,P_R_AUC_mean,P_R_AUC_std,P_R_AUC_min,P_R_AUC_max,Runtime(seconds)_mean,Runtime(seconds)_std,Runtime(seconds)_min,Runtime(seconds)_max
lr__22_opt-01,0.91547,0.0061,0.90699,0.92517,0.95628,0.00802,0.93052,0.97231,0.91547,0.0061,0.90699,0.92517,0.90934,0.00634,0.90055,0.91924,0.9639,0.00741,0.9552,0.97416,0.94222,0.0161,0.92214,0.96344,622.85109,297.42001,136.50553,1116.32236
lr__22_opt-02,0.91513,0.00615,0.90629,0.92401,0.95444,0.00986,0.92954,0.97808,0.91513,0.00615,0.90629,0.92401,0.90883,0.0064,0.8998,0.91863,0.96457,0.00802,0.95562,0.97557,0.94451,0.01639,0.92711,0.96675,462.61471,50.21133,168.74574,500.24326
lr__15_opt-02,0.91458,0.00633,0.9071,0.92469,0.95338,0.00913,0.9278,0.97447,0.91458,0.00633,0.9071,0.92469,0.90819,0.0065,0.89963,0.91859,0.96383,0.00789,0.95532,0.97644,0.94325,0.01589,0.92608,0.96807,451.32233,45.4722,316.97787,506.67302
lr__15_opt-01,0.91413,0.00609,0.90639,0.92432,0.95352,0.01124,0.89416,0.978,0.91413,0.00609,0.90639,0.92432,0.90778,0.00635,0.89933,0.91901,0.96315,0.00739,0.95504,0.97584,0.94145,0.01527,0.92407,0.96693,366.2756,284.81146,95.9012,1085.78939
lr__15_default,0.91394,0.00571,0.90637,0.92368,0.95423,0.0086,0.91982,0.97518,0.91394,0.00571,0.90637,0.92368,0.90766,0.00581,0.89994,0.91816,0.96294,0.00717,0.95553,0.97591,0.94156,0.01441,0.92738,0.96737,209.53388,132.92045,37.14999,472.34455
lr__22_default,0.9139,0.00509,0.90751,0.92272,0.95246,0.01294,0.88693,0.97288,0.9139,0.00509,0.90751,0.92272,0.90745,0.0055,0.8966,0.91698,0.9633,0.00681,0.95556,0.9752,0.94198,0.01434,0.92625,0.9659,284.46524,122.82872,93.91458,520.80584
lr__10_opt-01,0.91022,0.0042,0.90522,0.91941,0.95609,0.00702,0.93956,0.9763,0.91022,0.0042,0.90522,0.91941,0.90418,0.00451,0.89892,0.91339,0.9576,0.00321,0.95357,0.96549,0.93175,0.00603,0.92379,0.94633,297.52101,269.64846,75.0975,952.81586
lr__10_opt-02,0.91014,0.00382,0.90431,0.91866,0.95553,0.00589,0.94675,0.97661,0.91014,0.00382,0.90431,0.91866,0.90408,0.00411,0.89778,0.91392,0.95762,0.00317,0.95372,0.96347,0.93198,0.00612,0.92475,0.94454,399.93632,64.31959,214.31531,476.21971
lr__10_default,0.90889,0.00308,0.90473,0.91557,0.95505,0.0061,0.94216,0.97194,0.90889,0.00308,0.90473,0.91557,0.90282,0.00327,0.89823,0.91035,0.9565,0.00252,0.95377,0.96208,0.92932,0.00487,0.92442,0.94155,123.46458,115.27005,23.05046,414.40841
